Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,stim,pressed_new
19,1618845303304,19/04/2021 15:15:03,1618845303211,1,19/04/2021 16:15:03,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,14,7,3,Fixation,fixation,fixation,500.22000000000116,,,,,0,1,0,,,,,1,filler,toothbrush--drawing-word.png,new.png
20,1618845308694,19/04/2021 15:15:08,1618845308621,1,19/04/2021 16:15:08,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,13,8,1,OldNew,new,response_button_image,5355.869999970309,,,new.png,1,1,0,0,,,,,1,filler,glass--drawing-word.png,new.png
21,1618845309381,19/04/2021 15:15:09,1618845309330,1,19/04/2021 16:15:09,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,13,8,3,Fixation,fixation,fixation,500.34500000000116,,,,,0,1,0,,,,,1,filler,glass--drawing-word.png,new.png
22,1618845310527,19/04/2021 15:15:10,1618845310499,1,19/04/2021 16:15:10,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,4,9,1,OldNew,old,response_button_image,1134.1799999936484,,,old.png,1,0,1,0,,,,,1,filler,strawberry--drawing.png,new.png
23,1618845311402,19/04/2021 15:15:11,1618845311369,1,19/04/2021 16:15:11,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,4,9,2,RFG,old,response_button_image,665.2549999998882,,,recollection.png,1,0,1,0,,,,,1,filler,strawberry--drawing.png,new.png
24,1618845312106,19/04/2021 15:15:12,1618845312065,1,19/04/2021 16:15:12,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,4,9,3,Fixation,fixation,fixation,500.22000000000116,,,,,0,1,0,,,,,1,filler,strawberry--drawing.png,new.png
25,1618845313607,19/04/2021 15:15:13,1618845313529,1,19/04/2021 16:15:13,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,6,10,1,OldNew,new,response_button_image,1417.4899999634363,,,new.png,1,1,0,0,,,,,1,filler,desk--drawing.png,new.png
26,1618845314264,19/04/2021 15:15:14,1618845314232,1,19/04/2021 16:15:14,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,6,10,3,Fixation,fixation,fixation,500.22000000000116,,,,,0,1,0,,,,,1,filler,desk--drawing.png,new.png
27,1618845315482,19/04/2021 15:15:15,1618845315460,1,19/04/2021 16:15:15,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,8,11,1,OldNew,old,response_button_image,1186.7349999956787,,,old.png,1,0,1,0,,,,,1,filler,bicycle--photo.png,new.png
28,1618845316294,19/04/2021 15:15:16,1618845316258,1,19/04/2021 16:15:16,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,8,11,2,RFG,old,response_button_image,558.9550000149757,,,recollection.png,1,0,1,0,,,,,1,filler,bicycle--photo.png,new.png
29,1618845317014,19/04/2021 15:15:17,1618845316952,1,19/04/2021 16:15:16,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,8,11,3,Fixation,fixation,fixation,500.22000000000116,,,,,0,1,0,,,,,1,filler,bicycle--photo.png,new.png
30,1618845318202,19/04/2021 15:15:18,1618845318156,1,19/04/2021 16:15:18,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,11,12,1,OldNew,new,response_button_image,1166.129999968689,,,new.png,1,1,0,0,,,,,1,filler,lightbulb--drawing-word.png,new.png
31,1618845319260,19/04/2021 15:15:19,1618845318851,1,19/04/2021 16:15:18,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,11,12,3,Fixation,fixation,fixation,500.2199999999939,,,,,0,1,0,,,,,1,filler,lightbulb--drawing-word.png,new.png
32,1618845319905,19/04/2021 15:15:19,1618845319870,1,19/04/2021 16:15:19,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,3,13,1,OldNew,new,response_button_image,973.3850000193343,,,new.png,1,1,0,0,,,,,1,filler,butterfly--drawing.png,new.png
33,1618845320591,19/04/2021 15:15:20,1618845320570,1,19/04/2021 16:15:20,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,3,13,3,Fixation,fixation,fixation,500.22000000000116,,,,,0,1,0,,,,,1,filler,butterfly--drawing.png,new.png
34,1618845323499,19/04/2021 15:15:23,1618845323470,1,19/04/2021 16:15:23,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,15,14,1,OldNew,old,response_button_image,2868.3949999976903,,,old.png,1,0,1,0,,,,,1,filler,dresser--photo-word.png,new.png
35,1618845324798,19/04/2021 15:15:24,1618845324767,1,19/04/2021 16:15:24,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,15,14,2,RFG,old,response_button_image,1068.8300000037998,,,recollection.png,1,0,1,0,,,,,1,filler,dresser--photo-word.png,new.png
36,1618845325499,19/04/2021 15:15:25,1618845325472,1,19/04/2021 16:15:25,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,15,14,3,Fixation,fixation,fixation,500.22000000000116,,,,,0,1,0,,,,,1,filler,dresser--photo-word.png,new.png
37,1618845326517,19/04/2021 15:15:26,1618845326491,1,19/04/2021 16:15:26,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,16,15,1,OldNew,old,response_button_image,984.1850000084378,,,old.png,1,0,1,0,,,,,1,filler,turtle--photo-word.png,new.png
38,1618845327329,19/04/2021 15:15:27,1618845327290,1,19/04/2021 16:15:27,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,16,15,2,RFG,old,response_button_image,568.0549999815412,,,recollection.png,1,0,1,0,,,,,1,filler,turtle--photo-word.png,new.png
39,1618845328017,19/04/2021 15:15:28,1618845327990,1,19/04/2021 16:15:27,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,16,15,3,Fixation,fixation,fixation,500.22000000000116,,,,,0,1,0,,,,,1,filler,turtle--photo-word.png,new.png
40,1618845332289,19/04/2021 15:15:32,1618845332060,1,19/04/2021 16:15:32,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,7,16,1,OldNew,new,response_button_image,4027.8650000109337,,,new.png,1,1,0,0,,,,,1,filler,hand--photo.png,new.png
41,1618845332774,19/04/2021 15:15:32,1618845332758,1,19/04/2021 16:15:32,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,7,16,3,Fixation,fixation,fixation,500.22000000000116,,,,,0,1,0,,,,,1,filler,hand--photo.png,new.png
42,1618845336715,19/04/2021 15:15:36,1618845336689,1,19/04/2021 16:15:36,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,65,1,1,OldNew,old,response_button_image,3895.4800000065006,,,old.png,1,0,1,0,,,,,2,orange.blue.test,piano--drawing.png,new.png
43,1618845337412,19/04/2021 15:15:37,1618845337393,1,19/04/2021 16:15:37,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,65,1,2,RFG,Zone1,response_button_image,480.44499999377877,,,familiarity.png,1,0,1,0,,,,,2,orange.blue.test,piano--drawing.png,new.png
44,1618845338140,19/04/2021 15:15:38,1618845338095,1,19/04/2021 16:15:38,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,65,1,3,Fixation,fixation,fixation,500.22000000000116,,,,,0,1,0,,,,,2,orange.blue.test,piano--drawing.png,new.png
45,1618845339256,19/04/2021 15:15:39,1618845339238,1,19/04/2021 16:15:39,47727,7,task-hnun,,12017049,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Orange.Blue Test,3,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,orange.blue__test,orange.blue__test,100,2,1,OldNew,old,response_button_image,1107.799999997951,,,old.png,1,0,1,0,,,,,2,orange.blue.test,book--photo-word.png,new.png
