Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
11,1617279914825,01/04/2021 12:25:14,1617279916576,1,01/04/2021 13:25:16,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,3,4,Blank,Zone1,timelimit_screen,16.59099999999671,,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
12,1617279916841,01/04/2021 12:25:16,1617279918675,1,01/04/2021 13:25:18,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,4,4,1,Questions,buttonC,response_button_text,2036.3950000610203,,,16,1,1,0,0,,,,,1,MathQ,16,<h4>4 x 4 =</h4>,1,12,18,16,20,correct_1,total_1,incorrect_1,<h4>16</h4>
13,1617279917823,01/04/2021 12:25:17,1617279919658,1,01/04/2021 13:25:19,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,4,4,3,Correct,Zone7,timelimit_screen,999.5689999999995,,,,,0,1,0,,,1,,1,MathQ,16,<h4>4 x 4 =</h4>,1,12,18,16,20,correct_1,total_1,incorrect_1,<h4>16</h4>
14,1617279917901,01/04/2021 12:25:17,1617279919675,1,01/04/2021 13:25:19,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,4,4,4,Blank,Zone1,timelimit_screen,16.675999999999476,,,,,0,1,0,,,1,,1,MathQ,16,<h4>4 x 4 =</h4>,1,12,18,16,20,correct_1,total_1,incorrect_1,<h4>16</h4>
15,1617279919593,01/04/2021 12:25:19,1617279921430,1,01/04/2021 13:25:21,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,5,1,Questions,buttonC,response_button_text,1694.7900000959635,,,40,1,1,0,0,,,,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
16,1617279920577,01/04/2021 12:25:20,1617279922425,1,01/04/2021 13:25:22,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,5,3,Correct,Zone7,timelimit_screen,1000.1179999999986,,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
17,1617279920670,01/04/2021 12:25:20,1617279922441,1,01/04/2021 13:25:22,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,5,4,Blank,Zone1,timelimit_screen,16.301000000003114,,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
18,1617279923526,01/04/2021 12:25:23,1617279925354,1,01/04/2021 13:25:25,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,17,6,1,Questions,buttonD,response_button_text,2848.0999999446794,,,28,1,1,0,0,,,,,1,MathQ,28,<h4>7 x 4 = </h4>,1,27,29,30,28,correct_1,total_1,incorrect_1,<h4>28</h4>
19,1617279924510,01/04/2021 12:25:24,1617279926340,1,01/04/2021 13:25:26,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,17,6,3,Correct,Zone7,timelimit_screen,999.9330000000009,,,,,0,1,0,,,1,,1,MathQ,28,<h4>7 x 4 = </h4>,1,27,29,30,28,correct_1,total_1,incorrect_1,<h4>28</h4>
20,1617279924601,01/04/2021 12:25:24,1617279926358,1,01/04/2021 13:25:26,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,17,6,4,Blank,Zone1,timelimit_screen,16.21099999999933,,,,,0,1,0,,,1,,1,MathQ,28,<h4>7 x 4 = </h4>,1,27,29,30,28,correct_1,total_1,incorrect_1,<h4>28</h4>
21,1617279926276,01/04/2021 12:25:26,1617279928110,1,01/04/2021 13:25:28,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,16,7,1,Questions,buttonB,response_button_text,1694.8400000110269,,,12,1,1,0,0,,,,,1,MathQ,12,<h4>6 x 2 =</h4>,1,14,12,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
22,1617279927257,01/04/2021 12:25:27,1617279929106,1,01/04/2021 13:25:29,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,16,7,3,Correct,Zone7,timelimit_screen,999.7870000000039,,,,,0,1,0,,,1,,1,MathQ,12,<h4>6 x 2 =</h4>,1,14,12,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
23,1617279927372,01/04/2021 12:25:27,1617279929123,1,01/04/2021 13:25:29,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,16,7,4,Blank,Zone1,timelimit_screen,16.29899999999907,,,,,0,1,0,,,1,,1,MathQ,12,<h4>6 x 2 =</h4>,1,14,12,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
24,1617279930466,01/04/2021 12:25:30,1617279932288,1,01/04/2021 13:25:32,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,7,8,1,Questions,buttonC,response_button_text,3096.875000046566,,,42,1,0,1,0,,,,,1,MathQ,49,<h4>7 x 7 = </h4>,1,56,49,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
25,1617279931435,01/04/2021 12:25:31,1617279933271,1,01/04/2021 13:25:33,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,7,8,2,Incorrect,Zone7,timelimit_screen,999.5390000000043,,,,,0,1,0,,,1,,1,MathQ,49,<h4>7 x 7 = </h4>,1,56,49,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
26,1617279931513,01/04/2021 12:25:31,1617279933290,1,01/04/2021 13:25:33,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,7,8,4,Blank,Zone1,timelimit_screen,16.55399999999645,,,,,0,1,0,,,1,,1,MathQ,49,<h4>7 x 7 = </h4>,1,56,49,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
27,1617279938298,01/04/2021 12:25:38,1617279940132,1,01/04/2021 13:25:40,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,2,9,1,Questions,buttonA,response_button_text,6785.119999898598,,,18,1,1,0,0,,,,,1,MathQ,18,<h4>3 x 6 =</h4>,1,18,16,17,19,correct_1,total_1,incorrect_1,<h3>18</h3>
28,1617279939287,01/04/2021 12:25:39,1617279941120,1,01/04/2021 13:25:41,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,2,9,3,Correct,Zone7,timelimit_screen,999.3400000000038,,,,,0,1,0,,,1,,1,MathQ,18,<h4>3 x 6 =</h4>,1,18,16,17,19,correct_1,total_1,incorrect_1,<h3>18</h3>
29,1617279939376,01/04/2021 12:25:39,1617279941137,1,01/04/2021 13:25:41,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,2,9,4,Blank,Zone1,timelimit_screen,16.758999999998196,,,,,0,1,0,,,1,,1,MathQ,18,<h4>3 x 6 =</h4>,1,18,16,17,19,correct_1,total_1,incorrect_1,<h3>18</h3>
30,1617279941365,01/04/2021 12:25:41,1617279943197,1,01/04/2021 13:25:43,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,9,10,1,Questions,buttonA,response_button_text,1992.9599999450147,,,20,1,1,0,0,,,,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
31,1617279942348,01/04/2021 12:25:42,1617279944185,1,01/04/2021 13:25:44,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,9,10,3,Correct,Zone7,timelimit_screen,999.6859999999942,,,,,0,1,0,,,1,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
32,1617279942446,01/04/2021 12:25:42,1617279944202,1,01/04/2021 13:25:44,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,9,10,4,Blank,Zone1,timelimit_screen,16.468000000000757,,,,,0,1,0,,,1,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
33,1617279945364,01/04/2021 12:25:45,1617279947204,1,01/04/2021 13:25:47,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,11,1,Questions,buttonC,response_button_text,2944.6150000439957,,,27,1,1,0,0,,,,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
34,1617279946358,01/04/2021 12:25:46,1617279948201,1,01/04/2021 13:25:48,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,11,3,Correct,Zone7,timelimit_screen,999.5939999999973,,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
35,1617279946436,01/04/2021 12:25:46,1617279948218,1,01/04/2021 13:25:48,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,11,4,Blank,Zone1,timelimit_screen,16.697000000000116,,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
36,1617279952243,01/04/2021 12:25:52,1617279954084,1,01/04/2021 13:25:54,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,12,1,Questions,buttonC,response_button_text,5801.440000068396,,,24,1,1,0,0,,,,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
37,1617279953243,01/04/2021 12:25:53,1617279955082,1,01/04/2021 13:25:55,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,12,3,Correct,Zone7,timelimit_screen,999.8309999999983,,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
38,1617279953368,01/04/2021 12:25:53,1617279955116,1,01/04/2021 13:25:55,47727,6,task-y5ql,,11573096,14525,3520063,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 89.0.774.63,1280x720,1280x720,Test finished,Distractor,2,Consent Given,Consented,Test finished,yellow,Yellow,,,yellow.order2,,,,,,,yellow.order2__finished,,,Distractor finished,,,,,,,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,12,4,Blank,Zone1,timelimit_screen,33.08100000000559,,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
