Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,randomiser-qhxy,randomiser-vvav,checkpoint-8ver,checkpoint-46lq,checkpoint-ux2g,checkpoint-27wp,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
11,1618845109747,19/04/2021 15:11:49,1618845109621,1,19/04/2021 16:11:49,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,4,3,4,Blank,Zone1,timelimit_screen,16.674000000002707,,,,,0,1,0,,,1,,1,MathQ,16,<h4>4 x 4 =</h4>,1,12,18,16,20,correct_1,total_1,incorrect_1,<h4>16</h4>
12,1618845122375,19/04/2021 15:12:02,1618845122358,1,19/04/2021 16:12:02,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,11,4,1,Questions,buttonB,response_button_text,12669.299999950454,,,42,1,0,1,0,,,,,1,MathQ,48,<h4>6 x 8 =</h4>,1,52,42,54,48,correct_1,total_1,incorrect_1,<h4>48</h4>
13,1618845123386,19/04/2021 15:12:03,1618845123348,1,19/04/2021 16:12:03,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,11,4,2,Incorrect,Zone7,timelimit_screen,1003.7180000000008,,,,,0,1,0,,,1,,1,MathQ,48,<h4>6 x 8 =</h4>,1,52,42,54,48,correct_1,total_1,incorrect_1,<h4>48</h4>
14,1618845123531,19/04/2021 15:12:03,1618845123366,1,19/04/2021 16:12:03,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,11,4,4,Blank,Zone1,timelimit_screen,16.67399999999907,,,,,0,1,0,,,1,,1,MathQ,48,<h4>6 x 8 =</h4>,1,52,42,54,48,correct_1,total_1,incorrect_1,<h4>48</h4>
15,1618845131021,19/04/2021 15:12:11,1618845130931,1,19/04/2021 16:12:10,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,5,1,Questions,buttonC,response_button_text,7438.870000012685,,,24,1,1,0,0,,,,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
16,1618845131935,19/04/2021 15:12:11,1618845131919,1,19/04/2021 16:12:11,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,5,3,Correct,Zone7,timelimit_screen,1000.4400000000023,,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
17,1618845132060,19/04/2021 15:12:12,1618845131938,1,19/04/2021 16:12:11,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,5,4,Blank,Zone1,timelimit_screen,16.67399999999907,,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
18,1618845134831,19/04/2021 15:12:14,1618845134728,1,19/04/2021 16:12:14,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,6,1,Questions,buttonC,response_button_text,2721.0549999726936,,,40,1,1,0,0,,,,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
19,1618845135752,19/04/2021 15:12:15,1618845135720,1,19/04/2021 16:12:15,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,6,3,Correct,Zone7,timelimit_screen,1000.4400000000023,,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
20,1618845135940,19/04/2021 15:12:15,1618845135736,1,19/04/2021 16:12:15,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,6,4,Blank,Zone1,timelimit_screen,16.67399999999907,,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
21,1618845152119,19/04/2021 15:12:32,1618845152077,1,19/04/2021 16:12:32,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,5,7,1,Questions,buttonB,response_button_text,16196.9950000057,,,40,1,1,0,0,,,,,1,MathQ,40,<h4>8 x 5 =</h4>,1,45,40,35,50,correct_1,total_1,incorrect_1,<h4>40</h4>
22,1618845153609,19/04/2021 15:12:33,1618845153067,1,19/04/2021 16:12:33,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,5,7,3,Correct,Zone7,timelimit_screen,1000.4400000000023,,,,,0,1,0,,,1,,1,MathQ,40,<h4>8 x 5 =</h4>,1,45,40,35,50,correct_1,total_1,incorrect_1,<h4>40</h4>
23,1618845153656,19/04/2021 15:12:33,1618845153087,1,19/04/2021 16:12:33,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,5,7,4,Blank,Zone1,timelimit_screen,16.67399999999907,,,,,0,1,0,,,1,,1,MathQ,40,<h4>8 x 5 =</h4>,1,45,40,35,50,correct_1,total_1,incorrect_1,<h4>40</h4>
24,1618845156486,19/04/2021 15:12:36,1618845156415,1,19/04/2021 16:12:36,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,19,8,1,Questions,buttonB,response_button_text,3261.929999978747,,,30,1,1,0,0,,,,,1,MathQ,30,<h4>6 x 5 =</h4>,1,25,30,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
25,1618845157486,19/04/2021 15:12:37,1618845157403,1,19/04/2021 16:12:37,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,19,8,3,Correct,Zone7,timelimit_screen,1000.4400000000023,,,,,0,1,0,,,1,,1,MathQ,30,<h4>6 x 5 =</h4>,1,25,30,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
26,1618845157674,19/04/2021 15:12:37,1618845157425,1,19/04/2021 16:12:37,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,19,8,4,Blank,Zone1,timelimit_screen,16.67399999999907,,,,,0,1,0,,,1,,1,MathQ,30,<h4>6 x 5 =</h4>,1,25,30,35,40,correct_1,total_1,incorrect_1,<h4>30</h4>
27,1618845164739,19/04/2021 15:12:44,1618845164700,1,19/04/2021 16:12:44,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,15,9,1,Questions,buttonB,response_button_text,7193.109999992885,,,32,1,1,0,0,,,,,1,MathQ,32,<h4>4 x 8 =</h4>,1,36,32,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
28,1618845165745,19/04/2021 15:12:45,1618845165699,1,19/04/2021 16:12:45,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,15,9,3,Correct,Zone7,timelimit_screen,1000.4400000000023,,,,,0,1,0,,,1,,1,MathQ,32,<h4>4 x 8 =</h4>,1,36,32,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
29,1618845165847,19/04/2021 15:12:45,1618845165720,1,19/04/2021 16:12:45,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,15,9,4,Blank,Zone1,timelimit_screen,16.67399999999907,,,,,0,1,0,,,1,,1,MathQ,32,<h4>4 x 8 =</h4>,1,36,32,24,28,correct_1,total_1,incorrect_1,<h4>32</h4>
30,1618845168846,19/04/2021 15:12:48,1618845168820,1,19/04/2021 16:12:48,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,6,10,1,Questions,buttonA,response_button_text,3018.510000023525,,,15,1,1,0,0,,,,,1,MathQ,15,<h4>5 x 3 =</h4>,1,15,20,21,10,correct_1,total_1,incorrect_1,<h4>15</h4>
31,1618845169846,19/04/2021 15:12:49,1618845169818,1,19/04/2021 16:12:49,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,6,10,3,Correct,Zone7,timelimit_screen,1000.4400000000023,,,,,0,1,0,,,1,,1,MathQ,15,<h4>5 x 3 =</h4>,1,15,20,21,10,correct_1,total_1,incorrect_1,<h4>15</h4>
32,1618845169947,19/04/2021 15:12:49,1618845169835,1,19/04/2021 16:12:49,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,6,10,4,Blank,Zone1,timelimit_screen,16.67399999999907,,,,,0,1,0,,,1,,1,MathQ,15,<h4>5 x 3 =</h4>,1,15,20,21,10,correct_1,total_1,incorrect_1,<h4>15</h4>
33,1618845173730,19/04/2021 15:12:53,1618845173693,1,19/04/2021 16:12:53,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,11,1,Questions,buttonD,response_button_text,3784.990000014659,,,21,1,1,0,0,,,,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
34,1618845174715,19/04/2021 15:12:54,1618845174685,1,19/04/2021 16:12:54,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,11,3,Correct,Zone7,timelimit_screen,1000.4399999999878,,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
35,1618845174824,19/04/2021 15:12:54,1618845174703,1,19/04/2021 16:12:54,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,11,4,Blank,Zone1,timelimit_screen,16.67399999999907,,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
36,1618845176534,19/04/2021 15:12:56,1618845176501,1,19/04/2021 16:12:56,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,7,12,1,Questions,buttonB,response_button_text,1723.4049999970011,,,49,1,1,0,0,,,,,1,MathQ,49,<h4>7 x 7 = </h4>,1,56,49,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
37,1618845177527,19/04/2021 15:12:57,1618845177498,1,19/04/2021 16:12:57,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,7,12,3,Correct,Zone7,timelimit_screen,1000.4400000000023,,,,,0,1,0,,,1,,1,MathQ,49,<h4>7 x 7 = </h4>,1,56,49,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
38,1618845177622,19/04/2021 15:12:57,1618845177516,1,19/04/2021 16:12:57,47727,7,task-y5ql,,12016975,14710,3635360,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 89.0.4389.128,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,blue,Blue,,,,,,,,,,,,,Distractor finished,,,,blue.order2__finished,,blue.order2,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,7,12,4,Blank,Zone1,timelimit_screen,16.67399999999907,,,,,0,1,0,,,1,,1,MathQ,49,<h4>7 x 7 = </h4>,1,56,49,42,47,correct_1,total_1,incorrect_1,<h4>49</h4>
