Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-mnac,branch-hilv,checkpoint-d6jh,randomiser-3j42,branch-ebg9,randomiser-6j1g,randomiser-rj7w,randomiser-enay,randomiser-gw7n,checkpoint-ovy2,checkpoint-kb99,checkpoint-c413,checkpoint-cxk8,checkpoint-wd42,checkpoint-xc47,checkpoint-npvz,checkpoint-r3pw,checkpoint-dqyj,checkpoint-ycsm,checkpoint-nzkt,checkpoint-zr6w,checkpoint-t2b4,randomiser-uc11,randomiser-hpp5,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,question,ShowProgressBar,ans1,ans2,ans3,ans4,correct,total,incorrect,Formatted-answer
11,1609874050858,05/01/2021 19:14:10,1609874050755,0,05/01/2021 19:14:10,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,17,3,4,Blank,Zone1,timelimit_screen,16,,,,,0,1,0,,,1,,1,MathQ,28,<h4>7 x 4 = </h4>,1,27,29,30,28,correct_1,total_1,incorrect_1,<h4>28</h4>
12,1609874058948,05/01/2021 19:14:18,1609874058898,0,05/01/2021 19:14:18,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,13,4,1,Questions,buttonA,response_button_text,8091,,,49,1,0,1,0,,,,,1,MathQ,42,<h4>7 x 6 =</h4>,1,49,42,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
13,1609874059933,05/01/2021 19:14:19,1609874059892,0,05/01/2021 19:14:19,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,13,4,2,Incorrect,Zone7,timelimit_screen,1004,,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,49,42,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
14,1609874060042,05/01/2021 19:14:20,1609874059909,0,05/01/2021 19:14:19,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,13,4,4,Blank,Zone1,timelimit_screen,17,,,,,0,1,0,,,1,,1,MathQ,42,<h4>7 x 6 =</h4>,1,49,42,36,44,correct_1,total_1,incorrect_1,<h4>42</h4>
15,1609874062712,05/01/2021 19:14:22,1609874062687,0,05/01/2021 19:14:22,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,9,5,1,Questions,buttonA,response_button_text,2708,,,20,1,1,0,0,,,,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
16,1609874063714,05/01/2021 19:14:23,1609874063677,0,05/01/2021 19:14:23,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,9,5,3,Correct,Zone7,timelimit_screen,1003,,,,,0,1,0,,,1,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
17,1609874063808,05/01/2021 19:14:23,1609874063694,0,05/01/2021 19:14:23,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,9,5,4,Blank,Zone1,timelimit_screen,17,,,,,0,1,0,,,1,,1,MathQ,20,<h4>5 x 4 =</h4>,1,20,15,25,16,correct_1,total_1,incorrect_1,<h4>20</h4>
18,1609874065261,05/01/2021 19:14:25,1609874065217,0,05/01/2021 19:14:25,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,16,6,1,Questions,buttonB,response_button_text,1471,,,12,1,1,0,0,,,,,1,MathQ,12,<h4>6 x 2 =</h4>,1,14,12,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
19,1609874066261,05/01/2021 19:14:26,1609874066219,0,05/01/2021 19:14:26,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,16,6,3,Correct,Zone7,timelimit_screen,1004,,,,,0,1,0,,,1,,1,MathQ,12,<h4>6 x 2 =</h4>,1,14,12,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
20,1609874066323,05/01/2021 19:14:26,1609874066236,0,05/01/2021 19:14:26,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,16,6,4,Blank,Zone1,timelimit_screen,17,,,,,0,1,0,,,1,,1,MathQ,12,<h4>6 x 2 =</h4>,1,14,12,16,18,correct_1,total_1,incorrect_1,<h4>12</h4>
21,1609874068043,05/01/2021 19:14:28,1609874068003,0,05/01/2021 19:14:28,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,7,1,Questions,buttonC,response_button_text,1720,,,24,1,1,0,0,,,,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
22,1609874069044,05/01/2021 19:14:29,1609874068994,0,05/01/2021 19:14:28,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,7,3,Correct,Zone7,timelimit_screen,1003,,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
23,1609874069122,05/01/2021 19:14:29,1609874069009,0,05/01/2021 19:14:29,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,18,7,4,Blank,Zone1,timelimit_screen,16,,,,,0,1,0,,,1,,1,MathQ,24,<h4>8 x 3 =</h4>,1,22,26,24,23,correct_1,total_1,incorrect_1,<h4>24</h4>
24,1609874071935,05/01/2021 19:14:31,1609874071894,0,05/01/2021 19:14:31,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,8,1,Questions,buttonD,response_button_text,2839,,,21,1,1,0,0,,,,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
25,1609874072935,05/01/2021 19:14:32,1609874072885,0,05/01/2021 19:14:32,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,8,3,Correct,Zone7,timelimit_screen,1004,,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
26,1609874072997,05/01/2021 19:14:32,1609874072901,0,05/01/2021 19:14:32,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,10,8,4,Blank,Zone1,timelimit_screen,17,,,,,0,1,0,,,1,,1,MathQ,21,<h4>3 x 7 =</h4>,1,19,24,18,21,correct_1,total_1,incorrect_1,<h4>21</h4>
27,1609874075154,05/01/2021 19:14:35,1609874075100,0,05/01/2021 19:14:35,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,9,1,Questions,buttonC,response_button_text,2151,,,27,1,1,0,0,,,,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
28,1609874076138,05/01/2021 19:14:36,1609874076097,0,05/01/2021 19:14:36,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,9,3,Correct,Zone7,timelimit_screen,1003,,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
29,1609874076201,05/01/2021 19:14:36,1609874076114,0,05/01/2021 19:14:36,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,12,9,4,Blank,Zone1,timelimit_screen,17,,,,,0,1,0,,,1,,1,MathQ,27,<h4>9 x 3 =</h4>,1,30,21,27,28,correct_1,total_1,incorrect_1,<h4>27</h4>
30,1609874080801,05/01/2021 19:14:40,1609874080776,0,05/01/2021 19:14:40,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,14,10,1,Questions,buttonD,response_button_text,4620,,,36,1,1,0,0,,,,,1,MathQ,36,<h4>9 x 4 =</h4>,1,38,42,27,36,correct_1,total_1,incorrect_1,<h4>36</h4>
31,1609874081817,05/01/2021 19:14:41,1609874081776,0,05/01/2021 19:14:41,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,14,10,3,Correct,Zone7,timelimit_screen,1004,,,,,0,1,0,,,1,,1,MathQ,36,<h4>9 x 4 =</h4>,1,38,42,27,36,correct_1,total_1,incorrect_1,<h4>36</h4>
32,1609874081879,05/01/2021 19:14:41,1609874081792,0,05/01/2021 19:14:41,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,14,10,4,Blank,Zone1,timelimit_screen,17,,,,,0,1,0,,,1,,1,MathQ,36,<h4>9 x 4 =</h4>,1,38,42,27,36,correct_1,total_1,incorrect_1,<h4>36</h4>
33,1609874083572,05/01/2021 19:14:43,1609874083542,0,05/01/2021 19:14:43,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,6,11,1,Questions,buttonA,response_button_text,1704,,,15,1,1,0,0,,,,,1,MathQ,15,<h4>5 x 3 =</h4>,1,15,20,21,10,correct_1,total_1,incorrect_1,<h4>15</h4>
34,1609874084574,05/01/2021 19:14:44,1609874084544,0,05/01/2021 19:14:44,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,6,11,3,Correct,Zone7,timelimit_screen,1003,,,,,0,1,0,,,1,,1,MathQ,15,<h4>5 x 3 =</h4>,1,15,20,21,10,correct_1,total_1,incorrect_1,<h4>15</h4>
35,1609874084653,05/01/2021 19:14:44,1609874084560,0,05/01/2021 19:14:44,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,6,11,4,Blank,Zone1,timelimit_screen,17,,,,,0,1,0,,,1,,1,MathQ,15,<h4>5 x 3 =</h4>,1,15,20,21,10,correct_1,total_1,incorrect_1,<h4>15</h4>
36,1609874086184,05/01/2021 19:14:46,1609874086151,0,05/01/2021 19:14:46,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,20,12,1,Questions,buttonD,response_button_text,1544,,,16,1,1,0,0,,,,,1,MathQ,16,<h4>2 x 8 =</h4>,1,20,18,19,16,correct_1,total_1,incorrect_1,<h4>16</h4>
37,1609874087184,05/01/2021 19:14:47,1609874087138,0,05/01/2021 19:14:47,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,20,12,3,Correct,Zone7,timelimit_screen,1003,,,,,0,1,0,,,1,,1,MathQ,16,<h4>2 x 8 =</h4>,1,20,18,19,16,correct_1,total_1,incorrect_1,<h4>16</h4>
38,1609874087246,05/01/2021 19:14:47,1609874087155,0,05/01/2021 19:14:47,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,20,12,4,Blank,Zone1,timelimit_screen,17,,,,,0,1,0,,,1,,1,MathQ,16,<h4>2 x 8 =</h4>,1,20,18,19,16,correct_1,total_1,incorrect_1,<h4>16</h4>
39,1609874088899,05/01/2021 19:14:48,1609874088669,0,05/01/2021 19:14:48,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,13,1,Questions,buttonC,response_button_text,1469.9999999999927,,,40,1,1,0,0,,,,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
40,1609874089750,05/01/2021 19:14:49,1609874089662,0,05/01/2021 19:14:49,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,13,3,Correct,Zone7,timelimit_screen,1004,,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
41,1609874089812,05/01/2021 19:14:49,1609874089678,0,05/01/2021 19:14:49,30809,16,task-y5ql,,8924412,14546,2712896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0.2,1280x800,1280x800,Test finished,Distractor,2,Consent Given,Consented,Test finished,green_group,Green,,green_B,,,,,,Green B: study finished,,,,,Distractor finished,,,,,,,Distractor-Spreadsheet,Distractor-Spreadsheet,21,13,4,Blank,Zone1,timelimit_screen,16,,,,,0,1,0,,,1,,1,MathQ,40,<h4>4 x 10 =</h4>,1,50,30,40,60,correct_1,total_1,incorrect_1,<h4>40</h4>
