Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-uhe4,randomiser-r7fb,checkpoint-mnac,branch-hilv,randomiser-hr2x,checkpoint-cks2,checkpoint-d6jh,randomiser-hr9o,checkpoint-jk6r,randomiser-8myq,checkpoint-lpef,checkpoint-8p6q,randomiser-fslx,randomiser-1ls2,checkpoint-j7fq,checkpoint-n8cs,randomiser-z5ou,randomiser-kdpl,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,correct_answer,stim
114,1601547817205,01/10/2020 10:23:37,1601547818176,1,01/10/2020 11:23:38,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,12,54,1,fixation,fixation,fixation,499.9860000000044,,,,0,1,0,,,,,2,study_4_grey,line-drawing.png,grey_line_grapes.png
115,1601547818401,01/10/2020 10:23:38,1601547819375,1,01/10/2020 11:23:39,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,12,54,2,stim_4_grey,Zone1,response_button_image,1178.6449999781325,,line-drawing.png,1,1,0,0,,,,,2,study_4_grey,line-drawing.png,grey_line_grapes.png
116,1601547819323,01/10/2020 10:23:39,1601547820293,1,01/10/2020 11:23:40,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,15,55,1,fixation,fixation,fixation,499.9859999999753,,,,0,1,0,,,,,2,study_4_grey,line-drawing.png,grey_line_lamp.png
117,1601547820343,01/10/2020 10:23:40,1601547821309,1,01/10/2020 11:23:41,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,15,55,2,stim_4_grey,Zone1,response_button_image,1002.405000035651,,line-drawing.png,1,1,0,0,,,,,2,study_4_grey,line-drawing.png,grey_line_lamp.png
118,1601547821250,01/10/2020 10:23:41,1601547822226,1,01/10/2020 11:23:42,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,13,56,1,fixation,fixation,fixation,500.0219999999972,,,,0,1,0,,,,,2,study_4_grey,line-drawing.png,grey_line_guitar.png
119,1601547821890,01/10/2020 10:23:41,1601547822857,1,01/10/2020 11:23:42,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,13,56,2,stim_4_grey,Zone1,response_button_image,616.9900000095367,,line-drawing.png,1,1,0,0,,,,,2,study_4_grey,line-drawing.png,grey_line_guitar.png
120,1601547822865,01/10/2020 10:23:42,1601547823776,1,01/10/2020 11:23:43,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,20,57,1,fixation,fixation,fixation,500.0370000000112,,,,0,1,0,,,,,2,study_4_grey,line-drawing.png,grey_line_peanut.png
121,1601547823717,01/10/2020 10:23:43,1601547824681,1,01/10/2020 11:23:44,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,20,57,2,stim_4_grey,Zone1,response_button_image,890.8899999805726,,line-drawing.png,1,1,0,0,,,,,2,study_4_grey,line-drawing.png,grey_line_peanut.png
122,1601547824628,01/10/2020 10:23:44,1601547825593,1,01/10/2020 11:23:45,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,22,58,1,fixation,fixation,fixation,500.0659999999916,,,,0,1,0,,,,,2,study_4_grey,line-drawing.png,grey_line_swan.png
123,1601547825323,01/10/2020 10:23:45,1601547826306,1,01/10/2020 11:23:46,10169,131,task-gb72,,7030444,5f10cb0b3566653f717c29d0,2033290,,complete,,5f75acfb8769e423689cf673,computer,Desktop or Laptop,Windows 10,Edge 85.0.564.63,1920x1080,1920x1080,Test_Checkpoint,E-4. Study_4_GREY,4,Grey_RFBG,study_4_grey,Consent Given,Consented,Experiment3__Greyscale,A_Checkpoint_Grey,Test_Checkpoint,,,,,,,,,,,,study_4_grey_spreadsheet,study_4_grey_spreadsheet,22,58,2,stim_4_grey,Zone1,response_button_image,699.8599999933504,,line-drawing.png,1,1,0,0,,,,,2,study_4_grey,line-drawing.png,grey_line_swan.png
