Trial,Subject,Phase,Stimulus,Stimulus Type,Probe,Probe Type,Response,Accuracy,RT
88,PSE-144,Test,none,BW_Word,tortoise,New,no,1,3046
103,PSE-144,Test,none,BW_Word,spool,New,no,1,1806
104,PSE-144,Test,none,BW_Word,ball,New,no,1,1511
108,PSE-144,Test,none,BW_Word,mitten,New,no,1,2617
116,PSE-144,Test,none,BW_Word,butterfly,New,no,1,4299
45,PSE-144,Test,none,BW_Word,basket,Old,no,0,1417
55,PSE-144,Test,none,BW_Word,church,Old,yes,1,1672
81,PSE-144,Test,none,BW_Word,finger,Old,yes,1,1282
83,PSE-144,Test,none,BW_Word,corn,Old,yes,1,1296
84,PSE-144,Test,none,BW_Word,desk,Old,yes,1,1256
92,PSE-144,Test,none,BW_Word,motorcycle,Old,yes,1,1283
95,PSE-144,Test,none,BW_Word,cow,Old,yes,1,1177
99,PSE-144,Test,none,BW_Word,bow,Old,yes,1,1297
106,PSE-144,Test,none,BW_Word,glove,Old,no,0,1190
113,PSE-144,Test,none,BW_Word,alligator,Old,yes,1,2836
64,PSE-144,Test,none,Colour_Picture,bird,New,no,1,1269
66,PSE-144,Test,none,Colour_Picture,star,New,no,1,1443
68,PSE-144,Test,none,Colour_Picture,shirt,New,no,1,1644
79,PSE-144,Test,none,Colour_Picture,celery,New,no,1,2420
90,PSE-144,Test,none,Colour_Picture,sock,New,no,1,2523
93,PSE-144,Test,none,Colour_Picture,goat,New,no,1,3236
97,PSE-144,Test,none,Colour_Picture,owl,New,no,1,3437
100,PSE-144,Test,none,Colour_Picture,envelope,New,no,1,2393
109,PSE-144,Test,none,Colour_Picture,table,New,no,1,2595
117,PSE-144,Test,none,Colour_Picture,lobster,New,no,1,2247
57,PSE-144,Test,none,Colour_Picture,box,Old,yes,1,1284
59,PSE-144,Test,none,Colour_Picture,kangaroo,Old,yes,1,1177
61,PSE-144,Test,none,Colour_Picture,ear,Old,yes,1,1190
72,PSE-144,Test,none,Colour_Picture,duck,Old,yes,1,1685
86,PSE-144,Test,none,Colour_Picture,book,Old,yes,1,1337
94,PSE-144,Test,none,Colour_Picture,chisel,Old,yes,1,1297
96,PSE-144,Test,none,Colour_Picture,peanut,Old,yes,1,1298
101,PSE-144,Test,none,Colour_Picture,racoon,Old,yes,1,1257
118,PSE-144,Test,none,Colour_Picture,lightbulb,Old,yes,1,1500
119,PSE-144,Test,none,Colour_Picture,lion,Old,yes,1,1349
44,PSE-144,Test,none,Colour_Word,refrigerator,New,no,1,4183
48,PSE-144,Test,none,Colour_Word,couch,New,no,1,11022
49,PSE-144,Test,none,Colour_Word,squirrel,New,no,1,2843
52,PSE-144,Test,none,Colour_Word,button,New,no,1,1578
54,PSE-144,Test,none,Colour_Word,leopard,New,no,1,1885
69,PSE-144,Test,none,Colour_Word,door,New,no,1,1901
77,PSE-144,Test,none,Colour_Word,pumpkin,New,no,1,5169
78,PSE-144,Test,none,Colour_Word,leaf,New,no,1,2451
111,PSE-144,Test,none,Colour_Word,shoe,New,no,1,2694
114,PSE-144,Test,none,Colour_Word,doll,New,no,1,2484
41,PSE-144,Test,none,Colour_Word,bus,Old,yes,1,1685
46,PSE-144,Test,none,Colour_Word,arrow,Old,yes,1,1325
47,PSE-144,Test,none,Colour_Word,pear,Old,yes,1,1270
58,PSE-144,Test,none,Colour_Word,lettuce,Old,yes,1,4360
60,PSE-144,Test,none,Colour_Word,rabbit,Old,yes,1,1256
67,PSE-144,Test,none,Colour_Word,sailboat,Old,yes,1,1203
71,PSE-144,Test,none,Colour_Word,screwdriver,Old,yes,1,1298
74,PSE-144,Test,none,Colour_Word,strawberry,Old,yes,1,1285
107,PSE-144,Test,none,Colour_Word,watch,Old,yes,1,1831
115,PSE-144,Test,none,Colour_Word,ruler,Old,yes,1,1417
2,PSE-145,Study,pencil,BW_Picture,none,none,none,-1,-1
3,PSE-145,Study,wagon,BW_Picture,none,none,none,-1,-1
5,PSE-145,Study,eagle,BW_Picture,none,none,none,-1,-1
11,PSE-145,Study,vase,BW_Picture,none,none,none,-1,-1
21,PSE-145,Study,dog,BW_Picture,none,none,none,-1,-1
28,PSE-145,Study,sandwich,BW_Picture,none,none,none,-1,-1
30,PSE-145,Study,goat,BW_Picture,none,none,none,-1,-1
33,PSE-145,Study,motorcycle,BW_Picture,none,none,none,-1,-1
36,PSE-145,Study,spool,BW_Picture,none,none,none,-1,-1
39,PSE-145,Study,crown,BW_Picture,none,none,none,-1,-1
4,PSE-145,Study,stove,BW_Word,none,none,none,-1,-1
7,PSE-145,Study,suitcase,BW_Word,none,none,none,-1,-1
9,PSE-145,Study,peanut,BW_Word,none,none,none,-1,-1
14,PSE-145,Study,door,BW_Word,none,none,none,-1,-1
16,PSE-145,Study,flag,BW_Word,none,none,none,-1,-1
17,PSE-145,Study,balloon,BW_Word,none,none,none,-1,-1
20,PSE-145,Study,shoe,BW_Word,none,none,none,-1,-1
25,PSE-145,Study,mountain,BW_Word,none,none,none,-1,-1
29,PSE-145,Study,pitcher,BW_Word,none,none,none,-1,-1
37,PSE-145,Study,bottle,BW_Word,none,none,none,-1,-1
1,PSE-145,Study,cow,Colour_Picture,none,none,none,-1,-1
10,PSE-145,Study,barrel,Colour_Picture,none,none,none,-1,-1
12,PSE-145,Study,rooster,Colour_Picture,none,none,none,-1,-1
15,PSE-145,Study,church,Colour_Picture,none,none,none,-1,-1
22,PSE-145,Study,bus,Colour_Picture,none,none,none,-1,-1
27,PSE-145,Study,hammer,Colour_Picture,none,none,none,-1,-1
32,PSE-145,Study,trumpet,Colour_Picture,none,none,none,-1,-1
34,PSE-145,Study,well,Colour_Picture,none,none,none,-1,-1
35,PSE-145,Study,snake,Colour_Picture,none,none,none,-1,-1
40,PSE-145,Study,caterpillar,Colour_Picture,none,none,none,-1,-1
6,PSE-145,Study,star,Colour_Word,none,none,none,-1,-1
8,PSE-145,Study,dresser,Colour_Word,none,none,none,-1,-1
13,PSE-145,Study,racoon,Colour_Word,none,none,none,-1,-1
18,PSE-145,Study,purse,Colour_Word,none,none,none,-1,-1
19,PSE-145,Study,axe,Colour_Word,none,none,none,-1,-1
23,PSE-145,Study,ruler,Colour_Word,none,none,none,-1,-1
24,PSE-145,Study,saw,Colour_Word,none,none,none,-1,-1
26,PSE-145,Study,helicopter,Colour_Word,none,none,none,-1,-1
31,PSE-145,Study,finger,Colour_Word,none,none,none,-1,-1
38,PSE-145,Study,deer,Colour_Word,none,none,none,-1,-1
55,PSE-145,Test,none,BW_Picture,fox,New,no,1,2667
58,PSE-145,Test,none,BW_Picture,strawberry,New,no,1,1968
63,PSE-145,Test,none,BW_Picture,flower,New,no,1,2019
65,PSE-145,Test,none,BW_Picture,lemon,New,no,1,1318
75,PSE-145,Test,none,BW_Picture,chicken,New,yes,0,2554
83,PSE-145,Test,none,BW_Picture,monkey,New,no,1,2899
98,PSE-145,Test,none,BW_Picture,salt,New,no,1,3066
105,PSE-145,Test,none,BW_Picture,tree,New,no,1,3082
106,PSE-145,Test,none,BW_Picture,button,New,no,1,2002
117,PSE-145,Test,none,BW_Picture,alligator,New,no,1,1500
66,PSE-145,Test,none,BW_Picture,eagle,Old,yes,1,1206
68,PSE-145,Test,none,BW_Picture,wagon,Old,yes,1,1191
77,PSE-145,Test,none,BW_Picture,pencil,Old,yes,1,1138
82,PSE-145,Test,none,BW_Picture,vase,Old,yes,1,1317
92,PSE-145,Test,none,BW_Picture,sandwich,Old,no,0,1318
95,PSE-145,Test,none,BW_Picture,crown,Old,yes,1,1681
96,PSE-145,Test,none,BW_Picture,goat,Old,yes,1,1258
103,PSE-145,Test,none,BW_Picture,motorcycle,Old,no,0,1108
110,PSE-145,Test,none,BW_Picture,dog,Old,yes,1,1439
111,PSE-145,Test,none,BW_Picture,spool,Old,no,0,2288
42,PSE-145,Test,none,BW_Word,couch,New,no,1,2035
45,PSE-145,Test,none,BW_Word,sun,New,no,1,1761
48,PSE-145,Test,none,BW_Word,box,New,no,1,2108
51,PSE-145,Test,none,BW_Word,screwdriver,New,no,1,2229
57,PSE-145,Test,none,BW_Word,table,New,no,1,2795
69,PSE-145,Test,none,BW_Word,pineapple,New,no,1,1274
71,PSE-145,Test,none,BW_Word,refrigerator,New,no,1,1130
94,PSE-145,Test,none,BW_Word,grasshopper,New,no,1,1546
100,PSE-145,Test,none,BW_Word,pumpkin,New,yes,0,2305
116,PSE-145,Test,none,BW_Word,bowl,New,no,1,1972
50,PSE-145,Test,none,BW_Word,peanut,Old,no,0,2254
56,PSE-145,Test,none,BW_Word,stove,Old,yes,1,1746
59,PSE-145,Test,none,BW_Word,door,Old,no,0,1559
60,PSE-145,Test,none,BW_Word,balloon,Old,yes,1,1529
70,PSE-145,Test,none,BW_Word,flag,Old,no,0,1289
81,PSE-145,Test,none,BW_Word,suitcase,Old,yes,1,1615
90,PSE-145,Test,none,BW_Word,shoe,Old,no,0,6660
97,PSE-145,Test,none,BW_Word,mountain,Old,yes,1,1618
107,PSE-145,Test,none,BW_Word,bottle,Old,no,0,1672
109,PSE-145,Test,none,BW_Word,pitcher,Old,yes,1,1175
41,PSE-145,Test,none,Colour_Picture,bell,New,no,1,2509
43,PSE-145,Test,none,Colour_Picture,snail,New,no,1,1853
49,PSE-145,Test,none,Colour_Picture,kite,New,no,1,1439
62,PSE-145,Test,none,Colour_Picture,thimble,New,no,1,2350
80,PSE-145,Test,none,Colour_Picture,giraffe,New,yes,0,6679
86,PSE-145,Test,none,Colour_Picture,heart,New,no,1,2168
93,PSE-145,Test,none,Colour_Picture,watch,New,no,1,2555
101,PSE-145,Test,none,Colour_Picture,watermelon,New,no,1,3339
102,PSE-145,Test,none,Colour_Picture,hand,New,no,1,1732
108,PSE-145,Test,none,Colour_Picture,sock,New,no,1,3171
46,PSE-145,Test,none,Colour_Picture,barrel,Old,yes,1,1415
47,PSE-145,Test,none,Colour_Picture,cow,Old,yes,1,1085
54,PSE-145,Test,none,Colour_Picture,trumpet,Old,yes,1,1199
61,PSE-145,Test,none,Colour_Picture,bus,Old,yes,1,1130
73,PSE-145,Test,none,Colour_Picture,church,Old,no,0,1115
88,PSE-145,Test,none,Colour_Picture,rooster,Old,yes,1,2123
91,PSE-145,Test,none,Colour_Picture,snake,Old,yes,1,1407
112,PSE-145,Test,none,Colour_Picture,hammer,Old,yes,1,1274
115,PSE-145,Test,none,Colour_Picture,well,Old,yes,1,1425
120,PSE-145,Test,none,Colour_Picture,caterpillar,Old,yes,1,2222
44,PSE-145,Test,none,Colour_Word,car,New,no,1,2478
52,PSE-145,Test,none,Colour_Word,mitten,New,no,1,3338
53,PSE-145,Test,none,Colour_Word,celery,New,no,1,3986
64,PSE-145,Test,none,Colour_Word,boot,New,no,1,2140
67,PSE-145,Test,none,Colour_Word,squirrel,New,no,1,1267
78,PSE-145,Test,none,Colour_Word,book,New,yes,0,8497
89,PSE-145,Test,none,Colour_Word,ear,New,no,1,2653
113,PSE-145,Test,none,Colour_Word,orange,New,no,1,2206
114,PSE-145,Test,none,Colour_Word,tomato,New,no,1,2487
119,PSE-145,Test,none,Colour_Word,iron,New,no,1,2914
72,PSE-145,Test,none,Colour_Word,purse,Old,yes,1,1213
74,PSE-145,Test,none,Colour_Word,racoon,Old,yes,1,1130
76,PSE-145,Test,none,Colour_Word,star,Old,yes,1,1047
79,PSE-145,Test,none,Colour_Word,dresser,Old,yes,1,1862
84,PSE-145,Test,none,Colour_Word,helicopter,Old,yes,1,1431
85,PSE-145,Test,none,Colour_Word,finger,Old,no,0,1327
87,PSE-145,Test,none,Colour_Word,axe,Old,yes,1,1302
99,PSE-145,Test,none,Colour_Word,ruler,Old,yes,1,1378
104,PSE-145,Test,none,Colour_Word,deer,Old,yes,1,1403
118,PSE-145,Test,none,Colour_Word,saw,Old,yes,1,2131
7,PSE-146,Study,monkey,BW_Picture,none,none,none,-1,-1
11,PSE-146,Study,wagon,BW_Picture,none,none,none,-1,-1
12,PSE-146,Study,boot,BW_Picture,none,none,none,-1,-1
13,PSE-146,Study,duck,BW_Picture,none,none,none,-1,-1
19,PSE-146,Study,sailboat,BW_Picture,none,none,none,-1,-1
22,PSE-146,Study,dress,BW_Picture,none,none,none,-1,-1
23,PSE-146,Study,couch,BW_Picture,none,none,none,-1,-1
31,PSE-146,Study,kangaroo,BW_Picture,none,none,none,-1,-1
36,PSE-146,Study,corn,BW_Picture,none,none,none,-1,-1
40,PSE-146,Study,glass,BW_Picture,none,none,none,-1,-1
1,PSE-146,Study,pen,BW_Word,none,none,none,-1,-1
14,PSE-146,Study,sandwich,BW_Word,none,none,none,-1,-1
17,PSE-146,Study,book,BW_Word,none,none,none,-1,-1
20,PSE-146,Study,pig,BW_Word,none,none,none,-1,-1
21,PSE-146,Study,pear,BW_Word,none,none,none,-1,-1
24,PSE-146,Study,pumpkin,BW_Word,none,none,none,-1,-1
25,PSE-146,Study,horse,BW_Word,none,none,none,-1,-1
30,PSE-146,Study,asparagus,BW_Word,none,none,none,-1,-1
32,PSE-146,Study,car,BW_Word,none,none,none,-1,-1
33,PSE-146,Study,watermelon,BW_Word,none,none,none,-1,-1
3,PSE-146,Study,peanut,Colour_Picture,none,none,none,-1,-1
6,PSE-146,Study,sun,Colour_Picture,none,none,none,-1,-1
10,PSE-146,Study,lemon,Colour_Picture,none,none,none,-1,-1
15,PSE-146,Study,refrigerator,Colour_Picture,none,none,none,-1,-1
16,PSE-146,Study,dog,Colour_Picture,none,none,none,-1,-1
27,PSE-146,Study,truck,Colour_Picture,none,none,none,-1,-1
28,PSE-146,Study,spool,Colour_Picture,none,none,none,-1,-1
29,PSE-146,Study,glove,Colour_Picture,none,none,none,-1,-1
37,PSE-146,Study,artichoke,Colour_Picture,none,none,none,-1,-1
39,PSE-146,Study,apple,Colour_Picture,none,none,none,-1,-1
2,PSE-146,Study,belt,Colour_Word,none,none,none,-1,-1
4,PSE-146,Study,carrot,Colour_Word,none,none,none,-1,-1
5,PSE-146,Study,stool,Colour_Word,none,none,none,-1,-1
8,PSE-146,Study,ring,Colour_Word,none,none,none,-1,-1
9,PSE-146,Study,pepper,Colour_Word,none,none,none,-1,-1
18,PSE-146,Study,penguin,Colour_Word,none,none,none,-1,-1
26,PSE-146,Study,fox,Colour_Word,none,none,none,-1,-1
34,PSE-146,Study,bottle,Colour_Word,none,none,none,-1,-1
35,PSE-146,Study,bread,Colour_Word,none,none,none,-1,-1
38,PSE-146,Study,strawberry,Colour_Word,none,none,none,-1,-1
46,PSE-146,Test,none,BW_Picture,thimble,New,no,1,1845
48,PSE-146,Test,none,BW_Picture,flag,New,no,1,1721
55,PSE-146,Test,none,BW_Picture,lightbulb,New,no,1,1204
57,PSE-146,Test,none,BW_Picture,stove,New,no,1,2519
58,PSE-146,Test,none,BW_Picture,paintbrush,New,no,1,1214
78,PSE-146,Test,none,BW_Picture,lamp,New,no,1,1485
80,PSE-146,Test,none,BW_Picture,chisel,New,no,1,1223
97,PSE-146,Test,none,BW_Picture,train,New,no,1,1304
101,PSE-146,Test,none,BW_Picture,basket,New,no,1,1148
108,PSE-146,Test,none,BW_Picture,ball,New,no,1,1931
44,PSE-146,Test,none,BW_Picture,monkey,Old,no,0,1350
47,PSE-146,Test,none,BW_Picture,boot,Old,yes,1,3353
52,PSE-146,Test,none,BW_Picture,duck,Old,yes,1,1001
63,PSE-146,Test,none,BW_Picture,wagon,Old,yes,1,1063
66,PSE-146,Test,none,BW_Picture,couch,Old,no,0,1058
103,PSE-146,Test,none,BW_Picture,glass,Old,yes,1,924
106,PSE-146,Test,none,BW_Picture,dress,Old,yes,1,1002
109,PSE-146,Test,none,BW_Picture,sailboat,Old,yes,1,1564
112,PSE-146,Test,none,BW_Picture,kangaroo,Old,yes,1,1013
115,PSE-146,Test,none,BW_Picture,corn,Old,yes,1,1177
49,PSE-146,Test,none,BW_Word,lion,New,no,1,1563
59,PSE-146,Test,none,BW_Word,lock,New,no,1,1159
68,PSE-146,Test,none,BW_Word,purse,New,no,1,1687
71,PSE-146,Test,none,BW_Word,ruler,New,no,1,1923
73,PSE-146,Test,none,BW_Word,chicken,New,no,1,1642
82,PSE-146,Test,none,BW_Word,butterfly,New,no,1,2632
85,PSE-146,Test,none,BW_Word,heart,New,no,1,1408
86,PSE-146,Test,none,BW_Word,watch,New,no,1,1348
96,PSE-146,Test,none,BW_Word,crown,New,no,1,1125
118,PSE-146,Test,none,BW_Word,drum,New,no,1,1732
45,PSE-146,Test,none,BW_Word,sandwich,Old,yes,1,1159
60,PSE-146,Test,none,BW_Word,pear,Old,yes,1,1182
62,PSE-146,Test,none,BW_Word,pig,Old,yes,1,1170
65,PSE-146,Test,none,BW_Word,book,Old,yes,1,1215
72,PSE-146,Test,none,BW_Word,pumpkin,Old,no,0,1181
74,PSE-146,Test,none,BW_Word,pen,Old,no,0,1406
91,PSE-146,Test,none,BW_Word,asparagus,Old,yes,1,990
110,PSE-146,Test,none,BW_Word,horse,Old,yes,1,1766
116,PSE-146,Test,none,BW_Word,watermelon,Old,yes,1,1291
117,PSE-146,Test,none,BW_Word,car,Old,no,0,1981
41,PSE-146,Test,none,Colour_Picture,goat,New,no,1,2532
42,PSE-146,Test,none,Colour_Picture,tree,New,no,1,2115
67,PSE-146,Test,none,Colour_Picture,bus,New,yes,0,2521
76,PSE-146,Test,none,Colour_Picture,clown,New,no,1,2172
79,PSE-146,Test,none,Colour_Picture,flower,New,no,1,1305
84,PSE-146,Test,none,Colour_Picture,banana,New,yes,0,3746
95,PSE-146,Test,none,Colour_Picture,axe,New,no,1,2780
98,PSE-146,Test,none,Colour_Picture,screwdriver,New,yes,0,1745
105,PSE-146,Test,none,Colour_Picture,frog,New,no,1,1530
111,PSE-146,Test,none,Colour_Picture,finger,New,no,1,2081
43,PSE-146,Test,none,Colour_Picture,lemon,Old,yes,1,990
50,PSE-146,Test,none,Colour_Picture,peanut,Old,yes,1,1012
70,PSE-146,Test,none,Colour_Picture,refrigerator,Old,yes,1,1004
75,PSE-146,Test,none,Colour_Picture,truck,Old,yes,1,1769
83,PSE-146,Test,none,Colour_Picture,dog,Old,yes,1,1247
93,PSE-146,Test,none,Colour_Picture,spool,Old,yes,1,1123
99,PSE-146,Test,none,Colour_Picture,artichoke,Old,yes,1,940
114,PSE-146,Test,none,Colour_Picture,sun,Old,no,0,1057
119,PSE-146,Test,none,Colour_Picture,apple,Old,yes,1,909
120,PSE-146,Test,none,Colour_Picture,glove,Old,yes,1,1066
53,PSE-146,Test,none,Colour_Word,camel,New,no,1,2250
54,PSE-146,Test,none,Colour_Word,cherry,New,no,1,1328
56,PSE-146,Test,none,Colour_Word,saw,New,no,1,1250
61,PSE-146,Test,none,Colour_Word,tiger,New,yes,0,1312
77,PSE-146,Test,none,Colour_Word,grapes,New,no,1,1620
87,PSE-146,Test,none,Colour_Word,snake,New,no,1,1598
89,PSE-146,Test,none,Colour_Word,barn,New,no,1,1878
100,PSE-146,Test,none,Colour_Word,pitcher,New,no,1,1214
104,PSE-146,Test,none,Colour_Word,rooster,New,no,1,2034
113,PSE-146,Test,none,Colour_Word,candle,New,no,1,1146
51,PSE-146,Test,none,Colour_Word,belt,Old,yes,1,1172
64,PSE-146,Test,none,Colour_Word,penguin,Old,yes,1,1631
69,PSE-146,Test,none,Colour_Word,stool,Old,yes,1,1171
81,PSE-146,Test,none,Colour_Word,ring,Old,no,0,3068
88,PSE-146,Test,none,Colour_Word,carrot,Old,yes,1,1069
90,PSE-146,Test,none,Colour_Word,pepper,Old,yes,1,1158
92,PSE-146,Test,none,Colour_Word,fox,Old,yes,1,1225
94,PSE-146,Test,none,Colour_Word,bread,Old,yes,1,1327
102,PSE-146,Test,none,Colour_Word,bottle,Old,yes,1,1315
107,PSE-146,Test,none,Colour_Word,strawberry,Old,yes,1,1214
1,PSE-147,Study,wagon,BW_Picture,none,none,none,-1,-1
5,PSE-147,Study,drum,BW_Picture,none,none,none,-1,-1
12,PSE-147,Study,sailboat,BW_Picture,none,none,none,-1,-1
14,PSE-147,Study,doll,BW_Picture,none,none,none,-1,-1
20,PSE-147,Study,snake,BW_Picture,none,none,none,-1,-1
28,PSE-147,Study,screwdriver,BW_Picture,none,none,none,-1,-1
32,PSE-147,Study,celery,BW_Picture,none,none,none,-1,-1
33,PSE-147,Study,lips,BW_Picture,none,none,none,-1,-1
37,PSE-147,Study,sled,BW_Picture,none,none,none,-1,-1
39,PSE-147,Study,harp,BW_Picture,none,none,none,-1,-1
7,PSE-147,Study,rooster,BW_Word,none,none,none,-1,-1
8,PSE-147,Study,glass,BW_Word,none,none,none,-1,-1
9,PSE-147,Study,sun,BW_Word,none,none,none,-1,-1
10,PSE-147,Study,tomato,BW_Word,none,none,none,-1,-1
11,PSE-147,Study,dresser,BW_Word,none,none,none,-1,-1
18,PSE-147,Study,carrot,BW_Word,none,none,none,-1,-1
27,PSE-147,Study,owl,BW_Word,none,none,none,-1,-1
30,PSE-147,Study,basket,BW_Word,none,none,none,-1,-1
31,PSE-147,Study,cake,BW_Word,none,none,none,-1,-1
34,PSE-147,Study,shoe,BW_Word,none,none,none,-1,-1
4,PSE-147,Study,spool,Colour_Picture,none,none,none,-1,-1
6,PSE-147,Study,guitar,Colour_Picture,none,none,none,-1,-1
13,PSE-147,Study,duck,Colour_Picture,none,none,none,-1,-1
15,PSE-147,Study,dress,Colour_Picture,none,none,none,-1,-1
16,PSE-147,Study,deer,Colour_Picture,none,none,none,-1,-1
24,PSE-147,Study,horse,Colour_Picture,none,none,none,-1,-1
25,PSE-147,Study,sandwich,Colour_Picture,none,none,none,-1,-1
26,PSE-147,Study,hammer,Colour_Picture,none,none,none,-1,-1
29,PSE-147,Study,pumpkin,Colour_Picture,none,none,none,-1,-1
38,PSE-147,Study,ruler,Colour_Picture,none,none,none,-1,-1
2,PSE-147,Study,crown,Colour_Word,none,none,none,-1,-1
3,PSE-147,Study,iron,Colour_Word,none,none,none,-1,-1
17,PSE-147,Study,car,Colour_Word,none,none,none,-1,-1
19,PSE-147,Study,tortoise,Colour_Word,none,none,none,-1,-1
21,PSE-147,Study,snail,Colour_Word,none,none,none,-1,-1
22,PSE-147,Study,chicken,Colour_Word,none,none,none,-1,-1
23,PSE-147,Study,banana,Colour_Word,none,none,none,-1,-1
35,PSE-147,Study,corn,Colour_Word,none,none,none,-1,-1
36,PSE-147,Study,table,Colour_Word,none,none,none,-1,-1
40,PSE-147,Study,watermelon,Colour_Word,none,none,none,-1,-1
53,PSE-147,Test,none,BW_Picture,vase,New,no,1,328
55,PSE-147,Test,none,BW_Picture,bus,New,yes,0,264
57,PSE-147,Test,none,BW_Picture,fish,New,no,1,368
58,PSE-147,Test,none,BW_Picture,apple,New,yes,0,280
66,PSE-147,Test,none,BW_Picture,shirt,New,yes,0,256
68,PSE-147,Test,none,BW_Picture,lamp,New,yes,0,256
87,PSE-147,Test,none,BW_Picture,violin,New,no,1,223
91,PSE-147,Test,none,BW_Picture,eagle,New,yes,0,248
109,PSE-147,Test,none,BW_Picture,bicycle,New,no,1,217
111,PSE-147,Test,none,BW_Picture,potato,New,yes,0,232
47,PSE-147,Test,none,BW_Picture,drum,Old,yes,1,280
50,PSE-147,Test,none,BW_Picture,wagon,Old,no,0,232
56,PSE-147,Test,none,BW_Picture,snake,Old,no,0,336
59,PSE-147,Test,none,BW_Picture,sailboat,Old,yes,1,264
80,PSE-147,Test,none,BW_Picture,lips,Old,yes,1,256
83,PSE-147,Test,none,BW_Picture,doll,Old,yes,1,216
92,PSE-147,Test,none,BW_Picture,screwdriver,Old,no,0,200
99,PSE-147,Test,none,BW_Picture,harp,Old,no,0,232
106,PSE-147,Test,none,BW_Picture,sled,Old,yes,1,264
114,PSE-147,Test,none,BW_Picture,celery,Old,yes,1,232
52,PSE-147,Test,none,BW_Word,motorcycle,New,yes,0,408
62,PSE-147,Test,none,BW_Word,penguin,New,yes,0,272
64,PSE-147,Test,none,BW_Word,ball,New,yes,0,248
72,PSE-147,Test,none,BW_Word,rabbit,New,yes,0,264
74,PSE-147,Test,none,BW_Word,cow,New,no,1,232
79,PSE-147,Test,none,BW_Word,clown,New,no,1,255
82,PSE-147,Test,none,BW_Word,bell,New,no,1,216
100,PSE-147,Test,none,BW_Word,candle,New,no,1,240
105,PSE-147,Test,none,BW_Word,clock,New,no,1,240
107,PSE-147,Test,none,BW_Word,suitcase,New,no,1,224
45,PSE-147,Test,none,BW_Word,sun,Old,no,0,336
46,PSE-147,Test,none,BW_Word,rooster,Old,yes,1,304
48,PSE-147,Test,none,BW_Word,glass,Old,yes,1,272
65,PSE-147,Test,none,BW_Word,carrot,Old,yes,1,232
71,PSE-147,Test,none,BW_Word,owl,Old,no,0,225
89,PSE-147,Test,none,BW_Word,tomato,Old,yes,1,224
93,PSE-147,Test,none,BW_Word,basket,Old,yes,1,256
94,PSE-147,Test,none,BW_Word,cake,Old,yes,1,200
117,PSE-147,Test,none,BW_Word,dresser,Old,yes,1,224
119,PSE-147,Test,none,BW_Word,shoe,Old,no,0,224
41,PSE-147,Test,none,Colour_Picture,frog,New,no,1,1991
43,PSE-147,Test,none,Colour_Picture,door,New,no,1,376
49,PSE-147,Test,none,Colour_Picture,lion,New,no,1,272
61,PSE-147,Test,none,Colour_Picture,envelope,New,no,1,320
81,PSE-147,Test,none,Colour_Picture,caterpillar,New,no,1,232
84,PSE-147,Test,none,Colour_Picture,bottle,New,yes,0,241
86,PSE-147,Test,none,Colour_Picture,pen,New,yes,0,232
103,PSE-147,Test,none,Colour_Picture,church,New,no,1,240
108,PSE-147,Test,none,Colour_Picture,kettle,New,yes,0,256
113,PSE-147,Test,none,Colour_Picture,cap,New,no,1,232
54,PSE-147,Test,none,Colour_Picture,horse,Old,yes,1,280
60,PSE-147,Test,none,Colour_Picture,spool,Old,no,0,240
69,PSE-147,Test,none,Colour_Picture,guitar,Old,yes,1,249
73,PSE-147,Test,none,Colour_Picture,dress,Old,yes,1,241
76,PSE-147,Test,none,Colour_Picture,deer,Old,no,0,216
77,PSE-147,Test,none,Colour_Picture,duck,Old,yes,1,241
85,PSE-147,Test,none,Colour_Picture,sandwich,Old,yes,1,248
102,PSE-147,Test,none,Colour_Picture,hammer,Old,no,0,224
110,PSE-147,Test,none,Colour_Picture,pumpkin,Old,no,0,208
120,PSE-147,Test,none,Colour_Picture,ruler,Old,no,0,288
63,PSE-147,Test,none,Colour_Word,lightbulb,New,no,1,320
70,PSE-147,Test,none,Colour_Word,grasshopper,New,yes,0,264
78,PSE-147,Test,none,Colour_Word,desk,New,yes,0,232
90,PSE-147,Test,none,Colour_Word,watch,New,no,1,224
96,PSE-147,Test,none,Colour_Word,nose,New,no,1,224
97,PSE-147,Test,none,Colour_Word,glove,New,no,1,232
101,PSE-147,Test,none,Colour_Word,bread,New,no,1,216
104,PSE-147,Test,none,Colour_Word,cherry,New,no,1,248
115,PSE-147,Test,none,Colour_Word,balloon,New,yes,0,240
118,PSE-147,Test,none,Colour_Word,bat,New,no,1,208
42,PSE-147,Test,none,Colour_Word,iron,Old,yes,1,824
44,PSE-147,Test,none,Colour_Word,tortoise,Old,yes,1,400
51,PSE-147,Test,none,Colour_Word,chicken,Old,no,0,384
67,PSE-147,Test,none,Colour_Word,car,Old,yes,1,256
75,PSE-147,Test,none,Colour_Word,snail,Old,no,0,231
88,PSE-147,Test,none,Colour_Word,crown,Old,no,0,240
95,PSE-147,Test,none,Colour_Word,table,Old,yes,1,232
98,PSE-147,Test,none,Colour_Word,banana,Old,no,0,248
112,PSE-147,Test,none,Colour_Word,watermelon,Old,yes,1,248
116,PSE-147,Test,none,Colour_Word,corn,Old,yes,1,224
1,PSE-149,Study,mitten,BW_Picture,none,none,none,-1,-1
2,PSE-149,Study,train,BW_Picture,none,none,none,-1,-1
