Trial,Subject,Phase,Stimulus,Stimulus Type,Probe,Probe Type,Response,Accuracy,RT
58,PSE-132,Test,none,BW_Picture,saw,Old,yes,1,744
67,PSE-132,Test,none,BW_Picture,bow,Old,yes,1,776
72,PSE-132,Test,none,BW_Picture,umbrella,Old,yes,1,681
80,PSE-132,Test,none,BW_Picture,cow,Old,yes,1,1408
97,PSE-132,Test,none,BW_Picture,pepper,Old,yes,1,608
98,PSE-132,Test,none,BW_Picture,snake,Old,yes,1,656
101,PSE-132,Test,none,BW_Picture,rooster,Old,yes,1,663
104,PSE-132,Test,none,BW_Picture,racoon,Old,yes,1,632
105,PSE-132,Test,none,BW_Picture,owl,Old,yes,1,959
56,PSE-132,Test,none,BW_Word,banana,New,no,1,848
69,PSE-132,Test,none,BW_Word,pear,New,no,1,1943
74,PSE-132,Test,none,BW_Word,star,New,no,1,1104
76,PSE-132,Test,none,BW_Word,guitar,New,no,1,1000
82,PSE-132,Test,none,BW_Word,kite,New,no,1,1649
84,PSE-132,Test,none,BW_Word,bread,New,no,1,1344
103,PSE-132,Test,none,BW_Word,stool,New,no,1,1025
107,PSE-132,Test,none,BW_Word,pencil,New,yes,0,936
108,PSE-132,Test,none,BW_Word,sailboat,New,no,1,888
120,PSE-132,Test,none,BW_Word,window,New,no,1,1088
52,PSE-132,Test,none,BW_Word,motorcycle,Old,yes,1,1192
59,PSE-132,Test,none,BW_Word,stove,Old,yes,1,824
61,PSE-132,Test,none,BW_Word,ear,Old,yes,1,640
63,PSE-132,Test,none,BW_Word,tomato,Old,yes,1,576
68,PSE-132,Test,none,BW_Word,lemon,Old,yes,1,2720
75,PSE-132,Test,none,BW_Word,kangaroo,Old,yes,1,737
79,PSE-132,Test,none,BW_Word,purse,Old,no,0,920
85,PSE-132,Test,none,BW_Word,pitcher,Old,yes,1,904
87,PSE-132,Test,none,BW_Word,wagon,Old,yes,1,840
88,PSE-132,Test,none,BW_Word,table,Old,yes,1,1408
46,PSE-132,Test,none,Colour_Picture,doll,New,no,1,904
50,PSE-132,Test,none,Colour_Picture,fox,New,no,1,880
54,PSE-132,Test,none,Colour_Picture,book,New,no,1,1784
64,PSE-132,Test,none,Colour_Picture,cap,New,yes,0,928
66,PSE-132,Test,none,Colour_Picture,pig,New,no,1,1169
70,PSE-132,Test,none,Colour_Picture,knife,New,no,1,1353
77,PSE-132,Test,none,Colour_Picture,cherry,New,no,1,1280
116,PSE-132,Test,none,Colour_Picture,well,New,no,1,864
117,PSE-132,Test,none,Colour_Picture,rabbit,New,no,1,1064
119,PSE-132,Test,none,Colour_Picture,giraffe,New,no,1,1192
51,PSE-132,Test,none,Colour_Picture,bat,Old,yes,1,784
53,PSE-132,Test,none,Colour_Picture,lamp,Old,yes,1,760
55,PSE-132,Test,none,Colour_Picture,bell,Old,yes,1,768
60,PSE-132,Test,none,Colour_Picture,toothbrush,Old,yes,1,680
62,PSE-132,Test,none,Colour_Picture,clock,Old,yes,1,624
91,PSE-132,Test,none,Colour_Picture,lettuce,Old,yes,1,704
94,PSE-132,Test,none,Colour_Picture,church,Old,yes,1,688
95,PSE-132,Test,none,Colour_Picture,artichoke,Old,yes,1,689
96,PSE-132,Test,none,Colour_Picture,pen,Old,yes,1,665
111,PSE-132,Test,none,Colour_Picture,spool,Old,yes,1,632
41,PSE-132,Test,none,Colour_Word,sled,New,no,1,4191
42,PSE-132,Test,none,Colour_Word,shirt,New,no,1,2151
44,PSE-132,Test,none,Colour_Word,candle,New,no,1,991
57,PSE-132,Test,none,Colour_Word,cake,New,no,1,1512
71,PSE-132,Test,none,Colour_Word,celery,New,no,1,1679
89,PSE-132,Test,none,Colour_Word,eagle,New,no,1,1112
93,PSE-132,Test,none,Colour_Word,box,New,no,1,1016
102,PSE-132,Test,none,Colour_Word,fish,New,no,1,1232
106,PSE-132,Test,none,Colour_Word,bear,New,no,1,1217
118,PSE-132,Test,none,Colour_Word,frog,New,no,1,840
78,PSE-132,Test,none,Colour_Word,drum,Old,no,0,808
81,PSE-132,Test,none,Colour_Word,dress,Old,yes,1,816
83,PSE-132,Test,none,Colour_Word,ball,Old,yes,1,1496
90,PSE-132,Test,none,Colour_Word,penguin,Old,yes,1,744
92,PSE-132,Test,none,Colour_Word,sandwich,Old,yes,1,688
99,PSE-132,Test,none,Colour_Word,chisel,Old,yes,1,624
109,PSE-132,Test,none,Colour_Word,harp,Old,yes,1,616
110,PSE-132,Test,none,Colour_Word,mountain,Old,yes,1,679
112,PSE-132,Test,none,Colour_Word,sun,Old,yes,1,672
115,PSE-132,Test,none,Colour_Word,snail,Old,yes,1,976
5,PSE-133,Study,well,BW_Picture,none,none,none,-1,-1
7,PSE-133,Study,nose,BW_Picture,none,none,none,-1,-1
10,PSE-133,Study,tie,BW_Picture,none,none,none,-1,-1
17,PSE-133,Study,suitcase,BW_Picture,none,none,none,-1,-1
24,PSE-133,Study,thimble,BW_Picture,none,none,none,-1,-1
25,PSE-133,Study,kettle,BW_Picture,none,none,none,-1,-1
27,PSE-133,Study,finger,BW_Picture,none,none,none,-1,-1
29,PSE-133,Study,stove,BW_Picture,none,none,none,-1,-1
34,PSE-133,Study,lightbulb,BW_Picture,none,none,none,-1,-1
36,PSE-133,Study,tortoise,BW_Picture,none,none,none,-1,-1
3,PSE-133,Study,squirrel,BW_Word,none,none,none,-1,-1
8,PSE-133,Study,strawberry,BW_Word,none,none,none,-1,-1
13,PSE-133,Study,peanut,BW_Word,none,none,none,-1,-1
14,PSE-133,Study,lips,BW_Word,none,none,none,-1,-1
18,PSE-133,Study,ear,BW_Word,none,none,none,-1,-1
19,PSE-133,Study,star,BW_Word,none,none,none,-1,-1
23,PSE-133,Study,toothbrush,BW_Word,none,none,none,-1,-1
26,PSE-133,Study,ruler,BW_Word,none,none,none,-1,-1
37,PSE-133,Study,trumpet,BW_Word,none,none,none,-1,-1
39,PSE-133,Study,sock,BW_Word,none,none,none,-1,-1
4,PSE-133,Study,candle,Colour_Picture,none,none,none,-1,-1
6,PSE-133,Study,dress,Colour_Picture,none,none,none,-1,-1
9,PSE-133,Study,paintbrush,Colour_Picture,none,none,none,-1,-1
11,PSE-133,Study,train,Colour_Picture,none,none,none,-1,-1
12,PSE-133,Study,pig,Colour_Picture,none,none,none,-1,-1
15,PSE-133,Study,television,Colour_Picture,none,none,none,-1,-1
16,PSE-133,Study,tiger,Colour_Picture,none,none,none,-1,-1
22,PSE-133,Study,cow,Colour_Picture,none,none,none,-1,-1
33,PSE-133,Study,dog,Colour_Picture,none,none,none,-1,-1
38,PSE-133,Study,bird,Colour_Picture,none,none,none,-1,-1
1,PSE-133,Study,mountain,Colour_Word,none,none,none,-1,-1
2,PSE-133,Study,knife,Colour_Word,none,none,none,-1,-1
20,PSE-133,Study,watermelon,Colour_Word,none,none,none,-1,-1
21,PSE-133,Study,watch,Colour_Word,none,none,none,-1,-1
28,PSE-133,Study,wagon,Colour_Word,none,none,none,-1,-1
30,PSE-133,Study,sun,Colour_Word,none,none,none,-1,-1
31,PSE-133,Study,tomato,Colour_Word,none,none,none,-1,-1
32,PSE-133,Study,shoe,Colour_Word,none,none,none,-1,-1
35,PSE-133,Study,bell,Colour_Word,none,none,none,-1,-1
40,PSE-133,Study,dresser,Colour_Word,none,none,none,-1,-1
41,PSE-133,Test,none,BW_Picture,window,New,no,1,3173
43,PSE-133,Test,none,BW_Picture,camel,New,no,1,1874
66,PSE-133,Test,none,BW_Picture,brush,New,no,1,1207
72,PSE-133,Test,none,BW_Picture,barrel,New,yes,0,1431
73,PSE-133,Test,none,BW_Picture,snake,New,no,1,1254
90,PSE-133,Test,none,BW_Picture,barn,New,no,1,1175
103,PSE-133,Test,none,BW_Picture,rabbit,New,no,1,2158
105,PSE-133,Test,none,BW_Picture,desk,New,no,1,2348
106,PSE-133,Test,none,BW_Picture,lamp,New,no,1,1245
108,PSE-133,Test,none,BW_Picture,ball,New,no,1,1071
50,PSE-133,Test,none,BW_Picture,lightbulb,Old,yes,1,1079
54,PSE-133,Test,none,BW_Picture,tortoise,Old,yes,1,1039
56,PSE-133,Test,none,BW_Picture,nose,Old,yes,1,1047
63,PSE-133,Test,none,BW_Picture,thimble,Old,yes,1,895
69,PSE-133,Test,none,BW_Picture,tie,Old,yes,1,928
75,PSE-133,Test,none,BW_Picture,finger,Old,yes,1,999
97,PSE-133,Test,none,BW_Picture,well,Old,yes,1,871
98,PSE-133,Test,none,BW_Picture,suitcase,Old,no,0,1015
100,PSE-133,Test,none,BW_Picture,kettle,Old,yes,1,911
112,PSE-133,Test,none,BW_Picture,stove,Old,no,0,2956
44,PSE-133,Test,none,BW_Word,purse,New,no,1,1567
48,PSE-133,Test,none,BW_Word,rooster,New,no,1,1480
70,PSE-133,Test,none,BW_Word,peacock,New,no,1,2434
80,PSE-133,Test,none,BW_Word,lion,New,no,1,2925
85,PSE-133,Test,none,BW_Word,stool,New,no,1,1007
89,PSE-133,Test,none,BW_Word,mitten,New,no,1,1934
96,PSE-133,Test,none,BW_Word,sandwich,New,no,1,1223
104,PSE-133,Test,none,BW_Word,button,New,no,1,1254
115,PSE-133,Test,none,BW_Word,envelope,New,no,1,1230
118,PSE-133,Test,none,BW_Word,vase,New,no,1,1326
52,PSE-133,Test,none,BW_Word,peanut,Old,yes,1,1087
58,PSE-133,Test,none,BW_Word,squirrel,Old,yes,1,1031
59,PSE-133,Test,none,BW_Word,strawberry,Old,yes,1,987
62,PSE-133,Test,none,BW_Word,ear,Old,no,0,2346
76,PSE-133,Test,none,BW_Word,lips,Old,no,0,959
78,PSE-133,Test,none,BW_Word,trumpet,Old,no,0,1071
99,PSE-133,Test,none,BW_Word,ruler,Old,yes,1,1047
110,PSE-133,Test,none,BW_Word,sock,Old,no,0,1154
116,PSE-133,Test,none,BW_Word,star,Old,no,0,1885
120,PSE-133,Test,none,BW_Word,toothbrush,Old,no,0,1124
42,PSE-133,Test,none,Colour_Picture,motorcycle,New,no,1,3338
61,PSE-133,Test,none,Colour_Picture,violin,New,no,1,2905
64,PSE-133,Test,none,Colour_Picture,screwdriver,New,no,1,1938
67,PSE-133,Test,none,Colour_Picture,bus,New,yes,0,1382
77,PSE-133,Test,none,Colour_Picture,table,New,no,1,1942
84,PSE-133,Test,none,Colour_Picture,apple,New,no,1,1111
95,PSE-133,Test,none,Colour_Picture,shirt,New,no,1,2557
102,PSE-133,Test,none,Colour_Picture,umbrella,New,no,1,2030
111,PSE-133,Test,none,Colour_Picture,penguin,New,no,1,1910
114,PSE-133,Test,none,Colour_Picture,house,New,no,1,2037
57,PSE-133,Test,none,Colour_Picture,pig,Old,yes,1,1059
60,PSE-133,Test,none,Colour_Picture,dog,Old,yes,1,1128
65,PSE-133,Test,none,Colour_Picture,bird,Old,yes,1,1147
68,PSE-133,Test,none,Colour_Picture,tiger,Old,yes,1,939
79,PSE-133,Test,none,Colour_Picture,cow,Old,no,0,2573
81,PSE-133,Test,none,Colour_Picture,television,Old,yes,1,871
86,PSE-133,Test,none,Colour_Picture,train,Old,yes,1,999
88,PSE-133,Test,none,Colour_Picture,paintbrush,Old,yes,1,1114
92,PSE-133,Test,none,Colour_Picture,dress,Old,yes,1,918
113,PSE-133,Test,none,Colour_Picture,candle,Old,yes,1,999
46,PSE-133,Test,none,Colour_Word,guitar,New,no,1,1411
47,PSE-133,Test,none,Colour_Word,racoon,New,no,1,1287
51,PSE-133,Test,none,Colour_Word,horse,New,no,1,2390
55,PSE-133,Test,none,Colour_Word,pineapple,New,no,1,2310
71,PSE-133,Test,none,Colour_Word,sweater,New,no,1,1355
82,PSE-133,Test,none,Colour_Word,grapes,New,no,1,1909
83,PSE-133,Test,none,Colour_Word,basket,New,no,1,2612
94,PSE-133,Test,none,Colour_Word,saw,New,no,1,2663
107,PSE-133,Test,none,Colour_Word,salt,New,no,1,1302
117,PSE-133,Test,none,Colour_Word,coat,New,no,1,1548
45,PSE-133,Test,none,Colour_Word,dresser,Old,yes,1,1064
49,PSE-133,Test,none,Colour_Word,bell,Old,yes,1,1003
53,PSE-133,Test,none,Colour_Word,shoe,Old,no,0,1227
74,PSE-133,Test,none,Colour_Word,mountain,Old,yes,1,863
87,PSE-133,Test,none,Colour_Word,tomato,Old,yes,1,991
91,PSE-133,Test,none,Colour_Word,sun,Old,yes,1,1015
93,PSE-133,Test,none,Colour_Word,knife,Old,yes,1,862
101,PSE-133,Test,none,Colour_Word,watermelon,Old,yes,1,943
109,PSE-133,Test,none,Colour_Word,wagon,Old,no,0,2181
119,PSE-133,Test,none,Colour_Word,watch,Old,yes,1,2555
1,PSE-134,Study,tiger,BW_Picture,none,none,none,-1,-1
3,PSE-134,Study,chair,BW_Picture,none,none,none,-1,-1
4,PSE-134,Study,lobster,BW_Picture,none,none,none,-1,-1
8,PSE-134,Study,lock,BW_Picture,none,none,none,-1,-1
9,PSE-134,Study,balloon,BW_Picture,none,none,none,-1,-1
14,PSE-134,Study,iron,BW_Picture,none,none,none,-1,-1
20,PSE-134,Study,peanut,BW_Picture,none,none,none,-1,-1
23,PSE-134,Study,stool,BW_Picture,none,none,none,-1,-1
29,PSE-134,Study,house,BW_Picture,none,none,none,-1,-1
30,PSE-134,Study,bicycle,BW_Picture,none,none,none,-1,-1
2,PSE-134,Study,pineapple,BW_Word,none,none,none,-1,-1
11,PSE-134,Study,clown,BW_Word,none,none,none,-1,-1
19,PSE-134,Study,crown,BW_Word,none,none,none,-1,-1
21,PSE-134,Study,tomato,BW_Word,none,none,none,-1,-1
22,PSE-134,Study,car,BW_Word,none,none,none,-1,-1
27,PSE-134,Study,bird,BW_Word,none,none,none,-1,-1
28,PSE-134,Study,knife,BW_Word,none,none,none,-1,-1
34,PSE-134,Study,penguin,BW_Word,none,none,none,-1,-1
37,PSE-134,Study,ruler,BW_Word,none,none,none,-1,-1
38,PSE-134,Study,vase,BW_Word,none,none,none,-1,-1
5,PSE-134,Study,coat,Colour_Picture,none,none,none,-1,-1
12,PSE-134,Study,nose,Colour_Picture,none,none,none,-1,-1
16,PSE-134,Study,television,Colour_Picture,none,none,none,-1,-1
17,PSE-134,Study,button,Colour_Picture,none,none,none,-1,-1
18,PSE-134,Study,owl,Colour_Picture,none,none,none,-1,-1
25,PSE-134,Study,pig,Colour_Picture,none,none,none,-1,-1
26,PSE-134,Study,carrot,Colour_Picture,none,none,none,-1,-1
31,PSE-134,Study,asparagus,Colour_Picture,none,none,none,-1,-1
32,PSE-134,Study,apple,Colour_Picture,none,none,none,-1,-1
40,PSE-134,Study,onion,Colour_Picture,none,none,none,-1,-1
6,PSE-134,Study,glove,Colour_Word,none,none,none,-1,-1
7,PSE-134,Study,bow,Colour_Word,none,none,none,-1,-1
10,PSE-134,Study,pitcher,Colour_Word,none,none,none,-1,-1
13,PSE-134,Study,peacock,Colour_Word,none,none,none,-1,-1
15,PSE-134,Study,trumpet,Colour_Word,none,none,none,-1,-1
24,PSE-134,Study,ring,Colour_Word,none,none,none,-1,-1
33,PSE-134,Study,chicken,Colour_Word,none,none,none,-1,-1
35,PSE-134,Study,duck,Colour_Word,none,none,none,-1,-1
36,PSE-134,Study,couch,Colour_Word,none,none,none,-1,-1
39,PSE-134,Study,hammer,Colour_Word,none,none,none,-1,-1
57,PSE-134,Test,none,BW_Picture,bowl,New,no,1,1973
71,PSE-134,Test,none,BW_Picture,doll,New,no,1,1859
74,PSE-134,Test,none,BW_Picture,butterfly,New,no,1,1385
86,PSE-134,Test,none,BW_Picture,fish,New,no,1,1488
90,PSE-134,Test,none,BW_Picture,harp,New,no,1,2449
99,PSE-134,Test,none,BW_Picture,pepper,New,no,1,1522
101,PSE-134,Test,none,BW_Picture,lettuce,New,no,1,1575
104,PSE-134,Test,none,BW_Picture,snail,New,no,1,1371
110,PSE-134,Test,none,BW_Picture,camel,New,no,1,1393
117,PSE-134,Test,none,BW_Picture,squirrel,New,no,1,2449
43,PSE-134,Test,none,BW_Picture,balloon,Old,yes,1,1201
49,PSE-134,Test,none,BW_Picture,lobster,Old,yes,1,1113
56,PSE-134,Test,none,BW_Picture,chair,Old,yes,1,1062
73,PSE-134,Test,none,BW_Picture,tiger,Old,yes,1,1087
79,PSE-134,Test,none,BW_Picture,iron,Old,no,0,1324
81,PSE-134,Test,none,BW_Picture,lock,Old,no,0,1288
107,PSE-134,Test,none,BW_Picture,house,Old,no,0,1115
115,PSE-134,Test,none,BW_Picture,peanut,Old,yes,1,1060
116,PSE-134,Test,none,BW_Picture,stool,Old,yes,1,1101
118,PSE-134,Test,none,BW_Picture,bicycle,Old,no,0,1259
42,PSE-134,Test,none,BW_Word,train,New,no,1,2499
47,PSE-134,Test,none,BW_Word,screwdriver,New,no,1,2474
51,PSE-134,Test,none,BW_Word,bus,New,no,1,1861
62,PSE-134,Test,none,BW_Word,pen,New,no,1,1875
72,PSE-134,Test,none,BW_Word,star,New,no,1,1374
85,PSE-134,Test,none,BW_Word,tree,New,no,1,2000
92,PSE-134,Test,none,BW_Word,pumpkin,New,no,1,2087
102,PSE-134,Test,none,BW_Word,fox,New,no,1,1524
108,PSE-134,Test,none,BW_Word,basket,New,no,1,1963
109,PSE-134,Test,none,BW_Word,cake,New,no,1,2099
41,PSE-134,Test,none,BW_Word,tomato,Old,yes,1,1562
52,PSE-134,Test,none,BW_Word,clown,Old,yes,1,1062
53,PSE-134,Test,none,BW_Word,pineapple,Old,yes,1,1112
58,PSE-134,Test,none,BW_Word,crown,Old,yes,1,1070
59,PSE-134,Test,none,BW_Word,bird,Old,yes,1,1025
60,PSE-134,Test,none,BW_Word,car,Old,yes,1,1500
76,PSE-134,Test,none,BW_Word,knife,Old,yes,1,1312
82,PSE-134,Test,none,BW_Word,penguin,Old,yes,1,1031
89,PSE-134,Test,none,BW_Word,vase,Old,yes,1,1321
91,PSE-134,Test,none,BW_Word,ruler,Old,yes,1,1096
54,PSE-134,Test,none,Colour_Picture,flag,New,no,1,2112
66,PSE-134,Test,none,Colour_Picture,toothbrush,New,no,1,1325
68,PSE-134,Test,none,Colour_Picture,door,New,no,1,1614
70,PSE-134,Test,none,Colour_Picture,umbrella,New,yes,0,1424
87,PSE-134,Test,none,Colour_Picture,box,New,no,1,1400
93,PSE-134,Test,none,Colour_Picture,axe,New,no,1,1425
103,PSE-134,Test,none,Colour_Picture,mountain,New,no,1,1412
111,PSE-134,Test,none,Colour_Picture,sock,New,no,1,1373
114,PSE-134,Test,none,Colour_Picture,tie,New,no,1,1949
120,PSE-134,Test,none,Colour_Picture,well,New,no,1,2646
44,PSE-134,Test,none,Colour_Picture,coat,Old,yes,1,1050
46,PSE-134,Test,none,Colour_Picture,television,Old,yes,1,1152
48,PSE-134,Test,none,Colour_Picture,nose,Old,yes,1,1172
61,PSE-134,Test,none,Colour_Picture,button,Old,yes,1,1011
64,PSE-134,Test,none,Colour_Picture,owl,Old,yes,1,1123
83,PSE-134,Test,none,Colour_Picture,carrot,Old,yes,1,1025
84,PSE-134,Test,none,Colour_Picture,pig,Old,yes,1,1036
96,PSE-134,Test,none,Colour_Picture,asparagus,Old,yes,1,1173
105,PSE-134,Test,none,Colour_Picture,onion,Old,yes,1,1061
112,PSE-134,Test,none,Colour_Picture,apple,Old,yes,1,1073
45,PSE-134,Test,none,Colour_Word,refrigerator,New,no,1,4092
63,PSE-134,Test,none,Colour_Word,pear,New,no,1,1751
65,PSE-134,Test,none,Colour_Word,motorcycle,New,no,1,2649
67,PSE-134,Test,none,Colour_Word,tortoise,New,no,1,1418
69,PSE-134,Test,none,Colour_Word,bread,New,no,1,1484
78,PSE-134,Test,none,Colour_Word,watermelon,New,no,1,2798
80,PSE-134,Test,none,Colour_Word,thimble,New,no,1,1937
94,PSE-134,Test,none,Colour_Word,guitar,New,no,1,2049
95,PSE-134,Test,none,Colour_Word,bat,New,no,1,1261
97,PSE-134,Test,none,Colour_Word,caterpillar,New,no,1,2236
50,PSE-134,Test,none,Colour_Word,peacock,Old,yes,1,1640
55,PSE-134,Test,none,Colour_Word,bow,Old,yes,1,1403
75,PSE-134,Test,none,Colour_Word,glove,Old,yes,1,1160
77,PSE-134,Test,none,Colour_Word,ring,Old,yes,1,1150
88,PSE-134,Test,none,Colour_Word,chicken,Old,yes,1,1110
98,PSE-134,Test,none,Colour_Word,pitcher,Old,yes,1,1086
100,PSE-134,Test,none,Colour_Word,couch,Old,yes,1,1159
106,PSE-134,Test,none,Colour_Word,trumpet,Old,no,0,1398
113,PSE-134,Test,none,Colour_Word,duck,Old,yes,1,1110
119,PSE-134,Test,none,Colour_Word,hammer,Old,yes,1,1497
1,PSE-136,Study,basket,BW_Picture,none,none,none,-1,-1
3,PSE-136,Study,sun,BW_Picture,none,none,none,-1,-1
9,PSE-136,Study,book,BW_Picture,none,none,none,-1,-1
11,PSE-136,Study,tiger,BW_Picture,none,none,none,-1,-1
15,PSE-136,Study,dog,BW_Picture,none,none,none,-1,-1
16,PSE-136,Study,grapes,BW_Picture,none,none,none,-1,-1
17,PSE-136,Study,sock,BW_Picture,none,none,none,-1,-1
26,PSE-136,Study,mountain,BW_Picture,none,none,none,-1,-1
28,PSE-136,Study,snail,BW_Picture,none,none,none,-1,-1
37,PSE-136,Study,butterfly,BW_Picture,none,none,none,-1,-1
4,PSE-136,Study,stove,BW_Word,none,none,none,-1,-1
12,PSE-136,Study,sailboat,BW_Word,none,none,none,-1,-1
23,PSE-136,Study,celery,BW_Word,none,none,none,-1,-1
27,PSE-136,Study,kangaroo,BW_Word,none,none,none,-1,-1
29,PSE-136,Study,grasshopper,BW_Word,none,none,none,-1,-1
31,PSE-136,Study,chisel,BW_Word,none,none,none,-1,-1
32,PSE-136,Study,drum,BW_Word,none,none,none,-1,-1
34,PSE-136,Study,axe,BW_Word,none,none,none,-1,-1
35,PSE-136,Study,wagon,BW_Word,none,none,none,-1,-1
40,PSE-136,Study,violin,BW_Word,none,none,none,-1,-1
6,PSE-136,Study,peanut,Colour_Picture,none,none,none,-1,-1
7,PSE-136,Study,owl,Colour_Picture,none,none,none,-1,-1
8,PSE-136,Study,bow,Colour_Picture,none,none,none,-1,-1
13,PSE-136,Study,banana,Colour_Picture,none,none,none,-1,-1
20,PSE-136,Study,spool,Colour_Picture,none,none,none,-1,-1
21,PSE-136,Study,onion,Colour_Picture,none,none,none,-1,-1
22,PSE-136,Study,watermelon,Colour_Picture,none,none,none,-1,-1
24,PSE-136,Study,flag,Colour_Picture,none,none,none,-1,-1
25,PSE-136,Study,kettle,Colour_Picture,none,none,none,-1,-1
39,PSE-136,Study,camel,Colour_Picture,none,none,none,-1,-1
2,PSE-136,Study,bear,Colour_Word,none,none,none,-1,-1
5,PSE-136,Study,bread,Colour_Word,none,none,none,-1,-1
10,PSE-136,Study,duck,Colour_Word,none,none,none,-1,-1
14,PSE-136,Study,hammer,Colour_Word,none,none,none,-1,-1
18,PSE-136,Study,bed,Colour_Word,none,none,none,-1,-1
19,PSE-136,Study,window,Colour_Word,none,none,none,-1,-1
30,PSE-136,Study,caterpillar,Colour_Word,none,none,none,-1,-1
33,PSE-136,Study,knife,Colour_Word,none,none,none,-1,-1
36,PSE-136,Study,pitcher,Colour_Word,none,none,none,-1,-1
38,PSE-136,Study,ruler,Colour_Word,none,none,none,-1,-1
48,PSE-136,Test,none,BW_Picture,crown,New,no,1,1610
52,PSE-136,Test,none,BW_Picture,penguin,New,yes,0,1944
75,PSE-136,Test,none,BW_Picture,cow,New,no,1,1121
82,PSE-136,Test,none,BW_Picture,tomato,New,no,1,2653
83,PSE-136,Test,none,BW_Picture,balloon,New,yes,0,1329
99,PSE-136,Test,none,BW_Picture,flower,New,no,1,1658
100,PSE-136,Test,none,BW_Picture,umbrella,New,yes,0,1805
105,PSE-136,Test,none,BW_Picture,leaf,New,no,1,2743
113,PSE-136,Test,none,BW_Picture,coat,New,no,1,2821
116,PSE-136,Test,none,BW_Picture,toothbrush,New,no,1,1378
41,PSE-136,Test,none,BW_Picture,basket,Old,yes,1,1540
53,PSE-136,Test,none,BW_Picture,sun,Old,yes,1,1153
58,PSE-136,Test,none,BW_Picture,book,Old,yes,1,3189
66,PSE-136,Test,none,BW_Picture,tiger,Old,yes,1,1305
68,PSE-136,Test,none,BW_Picture,snail,Old,yes,1,2374
70,PSE-136,Test,none,BW_Picture,dog,Old,yes,1,4395
72,PSE-136,Test,none,BW_Picture,grapes,Old,yes,1,908
101,PSE-136,Test,none,BW_Picture,mountain,Old,yes,1,1105
106,PSE-136,Test,none,BW_Picture,butterfly,Old,yes,1,3729
119,PSE-136,Test,none,BW_Picture,sock,Old,yes,1,1130
42,PSE-136,Test,none,BW_Word,church,New,no,1,3360
46,PSE-136,Test,none,BW_Word,trumpet,New,no,1,1342
57,PSE-136,Test,none,BW_Word,sweater,New,no,1,1561
59,PSE-136,Test,none,BW_Word,car,New,no,1,3247
76,PSE-136,Test,none,BW_Word,thimble,New,no,1,1144
88,PSE-136,Test,none,BW_Word,door,New,no,1,2247
95,PSE-136,Test,none,BW_Word,chicken,New,no,1,1421
102,PSE-136,Test,none,BW_Word,couch,New,yes,0,1347
104,PSE-136,Test,none,BW_Word,horse,New,no,1,1735
115,PSE-136,Test,none,BW_Word,pen,New,no,1,1599
50,PSE-136,Test,none,BW_Word,sailboat,Old,yes,1,2817
54,PSE-136,Test,none,BW_Word,stove,Old,yes,1,1282
67,PSE-136,Test,none,BW_Word,drum,Old,yes,1,2039
69,PSE-136,Test,none,BW_Word,grasshopper,Old,yes,1,1525
79,PSE-136,Test,none,BW_Word,celery,Old,yes,1,1304
86,PSE-136,Test,none,BW_Word,wagon,Old,yes,1,1181
87,PSE-136,Test,none,BW_Word,kangaroo,Old,yes,1,924
93,PSE-136,Test,none,BW_Word,chisel,Old,yes,1,1150
108,PSE-136,Test,none,BW_Word,violin,Old,yes,1,1651
120,PSE-136,Test,none,BW_Word,axe,Old,yes,1,3754
47,PSE-136,Test,none,Colour_Picture,vase,New,no,1,2037
49,PSE-136,Test,none,Colour_Picture,cherry,New,no,1,3210
51,PSE-136,Test,none,Colour_Picture,lips,New,no,1,2502
55,PSE-136,Test,none,Colour_Picture,ball,New,no,1,3132
63,PSE-136,Test,none,Colour_Picture,goat,New,no,1,2470
65,PSE-136,Test,none,Colour_Picture,purse,New,no,1,2771
73,PSE-136,Test,none,Colour_Picture,nose,New,no,1,2417
74,PSE-136,Test,none,Colour_Picture,shirt,New,no,1,1546
92,PSE-136,Test,none,Colour_Picture,tortoise,New,no,1,2609
114,PSE-136,Test,none,Colour_Picture,apple,New,no,1,2681
44,PSE-136,Test,none,Colour_Picture,bow,Old,yes,1,1313
60,PSE-136,Test,none,Colour_Picture,peanut,Old,yes,1,1110
