Trial,Subject,Phase,Stimulus,Stimulus Type,Probe,Probe Type,Response,Accuracy,RT
5,PSE-165,Study,house,Colour_Picture,none,none,none,-1,-1
13,PSE-165,Study,watermelon,Colour_Picture,none,none,none,-1,-1
14,PSE-165,Study,ring,Colour_Picture,none,none,none,-1,-1
19,PSE-165,Study,spool,Colour_Picture,none,none,none,-1,-1
23,PSE-165,Study,kangaroo,Colour_Picture,none,none,none,-1,-1
24,PSE-165,Study,tree,Colour_Picture,none,none,none,-1,-1
25,PSE-165,Study,salt,Colour_Picture,none,none,none,-1,-1
27,PSE-165,Study,clown,Colour_Picture,none,none,none,-1,-1
31,PSE-165,Study,stool,Colour_Picture,none,none,none,-1,-1
35,PSE-165,Study,hand,Colour_Picture,none,none,none,-1,-1
40,PSE-165,Study,leaf,Colour_Picture,none,none,none,-1,-1
43,PSE-165,Study,artichoke,Colour_Picture,none,none,none,-1,-1
49,PSE-165,Study,pitcher,Colour_Picture,none,none,none,-1,-1
56,PSE-165,Study,bow,Colour_Picture,none,none,none,-1,-1
59,PSE-165,Study,cherry,Colour_Picture,none,none,none,-1,-1
64,PSE-165,Study,chicken,Colour_Picture,none,none,none,-1,-1
72,PSE-165,Study,brush,Colour_Picture,none,none,none,-1,-1
76,PSE-165,Study,corn,Colour_Picture,none,none,none,-1,-1
77,PSE-165,Study,giraffe,Colour_Picture,none,none,none,-1,-1
17,PSE-165,Study,window,Colour_Word,none,none,none,-1,-1
18,PSE-165,Study,duck,Colour_Word,none,none,none,-1,-1
21,PSE-165,Study,train,Colour_Word,none,none,none,-1,-1
26,PSE-165,Study,dog,Colour_Word,none,none,none,-1,-1
32,PSE-165,Study,bottle,Colour_Word,none,none,none,-1,-1
36,PSE-165,Study,axe,Colour_Word,none,none,none,-1,-1
37,PSE-165,Study,saw,Colour_Word,none,none,none,-1,-1
41,PSE-165,Study,crown,Colour_Word,none,none,none,-1,-1
44,PSE-165,Study,pig,Colour_Word,none,none,none,-1,-1
45,PSE-165,Study,tie,Colour_Word,none,none,none,-1,-1
47,PSE-165,Study,glass,Colour_Word,none,none,none,-1,-1
50,PSE-165,Study,table,Colour_Word,none,none,none,-1,-1
60,PSE-165,Study,cannon,Colour_Word,none,none,none,-1,-1
61,PSE-165,Study,motorcycle,Colour_Word,none,none,none,-1,-1
66,PSE-165,Study,paintbrush,Colour_Word,none,none,none,-1,-1
67,PSE-165,Study,pen,Colour_Word,none,none,none,-1,-1
70,PSE-165,Study,leopard,Colour_Word,none,none,none,-1,-1
71,PSE-165,Study,lamp,Colour_Word,none,none,none,-1,-1
73,PSE-165,Study,fish,Colour_Word,none,none,none,-1,-1
79,PSE-165,Study,pear,Colour_Word,none,none,none,-1,-1
122,PSE-165,Test,none,BW_Picture,lightbulb,New,no,1,2639
133,PSE-165,Test,none,BW_Picture,lock,New,no,1,2867
138,PSE-165,Test,none,BW_Picture,violin,New,no,1,1328
142,PSE-165,Test,none,BW_Picture,shoe,New,no,1,2352
143,PSE-165,Test,none,BW_Picture,grapes,New,no,1,1514
146,PSE-165,Test,none,BW_Picture,sun,New,no,1,2320
147,PSE-165,Test,none,BW_Picture,pepper,New,no,1,1481
161,PSE-165,Test,none,BW_Picture,carrot,New,no,1,2232
162,PSE-165,Test,none,BW_Picture,grasshopper,New,no,1,1534
174,PSE-165,Test,none,BW_Picture,ruler,New,no,1,2160
176,PSE-165,Test,none,BW_Picture,star,New,no,1,1329
191,PSE-165,Test,none,BW_Picture,bell,New,no,1,1405
196,PSE-165,Test,none,BW_Picture,potato,New,no,1,1422
204,PSE-165,Test,none,BW_Picture,arrow,New,no,1,1804
210,PSE-165,Test,none,BW_Picture,hammer,New,no,1,2086
223,PSE-165,Test,none,BW_Picture,helicopter,New,no,1,1944
227,PSE-165,Test,none,BW_Picture,onion,New,no,1,1543
230,PSE-165,Test,none,BW_Picture,purse,New,no,1,1424
234,PSE-165,Test,none,BW_Picture,frog,New,no,1,1367
236,PSE-165,Test,none,BW_Picture,mountain,New,no,1,1439
87,PSE-165,Test,none,BW_Picture,ball,Old,yes,1,1102
103,PSE-165,Test,none,BW_Picture,kite,Old,no,0,1548
110,PSE-165,Test,none,BW_Picture,bus,Old,yes,1,919
115,PSE-165,Test,none,BW_Picture,rabbit,Old,no,0,2024
118,PSE-165,Test,none,BW_Picture,racoon,Old,yes,1,2390
127,PSE-165,Test,none,BW_Picture,truck,Old,no,0,1497
128,PSE-165,Test,none,BW_Picture,church,Old,yes,1,3425
139,PSE-165,Test,none,BW_Picture,toothbrush,Old,yes,1,1403
141,PSE-165,Test,none,BW_Picture,bear,Old,no,0,1386
144,PSE-165,Test,none,BW_Picture,door,Old,no,0,993
145,PSE-165,Test,none,BW_Picture,screwdriver,Old,yes,1,1680
154,PSE-165,Test,none,BW_Picture,desk,Old,no,0,1448
157,PSE-165,Test,none,BW_Picture,bat,Old,yes,1,1298
160,PSE-165,Test,none,BW_Picture,lemon,Old,yes,1,1312
168,PSE-165,Test,none,BW_Picture,stove,Old,no,0,1029
178,PSE-165,Test,none,BW_Picture,couch,Old,no,0,1118
187,PSE-165,Test,none,BW_Picture,squirrel,Old,yes,1,1250
193,PSE-165,Test,none,BW_Picture,ear,Old,no,0,974
195,PSE-165,Test,none,BW_Picture,strawberry,Old,no,0,1229
218,PSE-165,Test,none,BW_Picture,peacock,Old,no,0,1152
84,PSE-165,Test,none,BW_Word,bed,New,yes,0,1980
85,PSE-165,Test,none,BW_Word,wagon,New,no,1,1758
93,PSE-165,Test,none,BW_Word,dresser,New,no,1,2120
120,PSE-165,Test,none,BW_Word,lettuce,New,yes,0,2462
123,PSE-165,Test,none,BW_Word,banana,New,no,1,2200
135,PSE-165,Test,none,BW_Word,finger,New,no,1,1242
136,PSE-165,Test,none,BW_Word,thimble,New,no,1,1294
149,PSE-165,Test,none,BW_Word,doll,New,no,1,1207
159,PSE-165,Test,none,BW_Word,apple,New,no,1,2964
166,PSE-165,Test,none,BW_Word,rooster,New,no,1,1385
177,PSE-165,Test,none,BW_Word,mitten,New,no,1,2051
180,PSE-165,Test,none,BW_Word,suitcase,New,no,1,1392
183,PSE-165,Test,none,BW_Word,chisel,New,no,1,2192
184,PSE-165,Test,none,BW_Word,knife,New,no,1,1577
190,PSE-165,Test,none,BW_Word,alligator,New,no,1,1620
205,PSE-165,Test,none,BW_Word,pineapple,New,no,1,1349
207,PSE-165,Test,none,BW_Word,button,New,no,1,1341
225,PSE-165,Test,none,BW_Word,lobster,New,no,1,1287
237,PSE-165,Test,none,BW_Word,foot,New,no,1,1968
238,PSE-165,Test,none,BW_Word,nose,New,no,1,1334
82,PSE-165,Test,none,BW_Word,owl,Old,yes,1,1327
89,PSE-165,Test,none,BW_Word,camel,Old,no,0,1039
90,PSE-165,Test,none,BW_Word,clock,Old,no,0,1031
91,PSE-165,Test,none,BW_Word,tomato,Old,yes,1,968
94,PSE-165,Test,none,BW_Word,celery,Old,yes,1,958
100,PSE-165,Test,none,BW_Word,orange,Old,no,0,1391
108,PSE-165,Test,none,BW_Word,bread,Old,yes,1,968
130,PSE-165,Test,none,BW_Word,glove,Old,yes,1,1410
132,PSE-165,Test,none,BW_Word,car,Old,yes,1,1241
148,PSE-165,Test,none,BW_Word,asparagus,Old,yes,1,1576
153,PSE-165,Test,none,BW_Word,belt,Old,no,0,1117
164,PSE-165,Test,none,BW_Word,shirt,Old,yes,1,1398
169,PSE-165,Test,none,BW_Word,refrigerator,Old,no,0,1266
170,PSE-165,Test,none,BW_Word,trumpet,Old,yes,1,1505
188,PSE-165,Test,none,BW_Word,barn,Old,yes,1,1259
199,PSE-165,Test,none,BW_Word,cow,Old,yes,1,1371
212,PSE-165,Test,none,BW_Word,peanut,Old,no,0,1907
220,PSE-165,Test,none,BW_Word,book,Old,no,0,1284
226,PSE-165,Test,none,BW_Word,snake,Old,no,0,1039
229,PSE-165,Test,none,BW_Word,well,Old,yes,1,1481
88,PSE-165,Test,none,Colour_Picture,drum,New,no,1,2496
95,PSE-165,Test,none,Colour_Picture,watch,New,no,1,1663
97,PSE-165,Test,none,Colour_Picture,vase,New,no,1,1684
104,PSE-165,Test,none,Colour_Picture,umbrella,New,no,1,2566
106,PSE-165,Test,none,Colour_Picture,snail,New,no,1,2448
107,PSE-165,Test,none,Colour_Picture,sandwich,New,no,1,1381
114,PSE-165,Test,none,Colour_Picture,tiger,New,no,1,4235
124,PSE-165,Test,none,Colour_Picture,television,New,no,1,1768
150,PSE-165,Test,none,Colour_Picture,butterfly,New,no,1,1736
151,PSE-165,Test,none,Colour_Picture,eagle,New,no,1,1322
155,PSE-165,Test,none,Colour_Picture,sock,New,no,1,2404
167,PSE-165,Test,none,Colour_Picture,bicycle,New,yes,0,2040
171,PSE-165,Test,none,Colour_Picture,lips,New,no,1,1894
185,PSE-165,Test,none,Colour_Picture,horse,New,no,1,1906
197,PSE-165,Test,none,Colour_Picture,pumpkin,New,no,1,1805
198,PSE-165,Test,none,Colour_Picture,flag,New,no,1,1415
202,PSE-165,Test,none,Colour_Picture,coat,New,no,1,2221
206,PSE-165,Test,none,Colour_Picture,fox,New,no,1,1538
213,PSE-165,Test,none,Colour_Picture,box,New,no,1,2450
228,PSE-165,Test,none,Colour_Picture,cake,New,no,1,1544
101,PSE-165,Test,none,Colour_Picture,giraffe,Old,yes,1,785
112,PSE-165,Test,none,Colour_Picture,spool,Old,yes,1,1271
113,PSE-165,Test,none,Colour_Picture,house,Old,yes,1,1089
121,PSE-165,Test,none,Colour_Picture,chicken,Old,no,0,1307
129,PSE-165,Test,none,Colour_Picture,pitcher,Old,yes,1,1274
131,PSE-165,Test,none,Colour_Picture,corn,Old,no,0,1690
137,PSE-165,Test,none,Colour_Picture,leaf,Old,no,0,1248
140,PSE-165,Test,none,Colour_Picture,brush,Old,no,0,1345
152,PSE-165,Test,none,Colour_Picture,hand,Old,no,0,1000
172,PSE-165,Test,none,Colour_Picture,ring,Old,no,0,1343
173,PSE-165,Test,none,Colour_Picture,clown,Old,no,0,1591
181,PSE-165,Test,none,Colour_Picture,envelope,Old,yes,1,1222
182,PSE-165,Test,none,Colour_Picture,salt,Old,no,0,1218
192,PSE-165,Test,none,Colour_Picture,stool,Old,yes,1,1300
201,PSE-165,Test,none,Colour_Picture,watermelon,Old,no,0,1152
208,PSE-165,Test,none,Colour_Picture,kangaroo,Old,yes,1,1141
211,PSE-165,Test,none,Colour_Picture,artichoke,Old,no,0,1174
221,PSE-165,Test,none,Colour_Picture,tree,Old,no,0,1158
233,PSE-165,Test,none,Colour_Picture,bow,Old,yes,1,1264
235,PSE-165,Test,none,Colour_Picture,cherry,Old,no,0,1137
81,PSE-165,Test,none,Colour_Word,tortoise,New,no,1,2846
86,PSE-165,Test,none,Colour_Word,bird,New,no,1,1605
98,PSE-165,Test,none,Colour_Word,iron,New,no,1,1154
99,PSE-165,Test,none,Colour_Word,pencil,New,no,1,1524
111,PSE-165,Test,none,Colour_Word,goat,New,no,1,2376
116,PSE-165,Test,none,Colour_Word,sailboat,New,no,1,2647
134,PSE-165,Test,none,Colour_Word,dress,New,no,1,1799
156,PSE-165,Test,none,Colour_Word,sled,New,no,1,1505
165,PSE-165,Test,none,Colour_Word,sweater,New,no,1,1878
175,PSE-165,Test,none,Colour_Word,penguin,New,no,1,1311
179,PSE-165,Test,none,Colour_Word,deer,New,no,1,1756
189,PSE-165,Test,none,Colour_Word,flower,New,no,1,3481
194,PSE-165,Test,none,Colour_Word,guitar,New,no,1,2338
203,PSE-165,Test,none,Colour_Word,harp,New,no,1,1472
214,PSE-165,Test,none,Colour_Word,lion,New,no,1,1147
215,PSE-165,Test,none,Colour_Word,monkey,New,no,1,1617
219,PSE-165,Test,none,Colour_Word,balloon,New,no,1,2552
231,PSE-165,Test,none,Colour_Word,kettle,New,no,1,1696
232,PSE-165,Test,none,Colour_Word,heart,New,no,1,1553
240,PSE-165,Test,none,Colour_Word,basket,New,no,1,5009
83,PSE-165,Test,none,Colour_Word,saw,Old,no,0,1269
92,PSE-165,Test,none,Colour_Word,motorcycle,Old,yes,1,925
96,PSE-165,Test,none,Colour_Word,pear,Old,no,0,1614
102,PSE-165,Test,none,Colour_Word,leopard,Old,no,0,1160
105,PSE-165,Test,none,Colour_Word,paintbrush,Old,yes,1,3324
109,PSE-165,Test,none,Colour_Word,cannon,Old,yes,1,1218
117,PSE-165,Test,none,Colour_Word,crown,Old,no,0,1310
119,PSE-165,Test,none,Colour_Word,fish,Old,no,0,994
125,PSE-165,Test,none,Colour_Word,lamp,Old,no,0,1424
126,PSE-165,Test,none,Colour_Word,bottle,Old,no,0,1323
158,PSE-165,Test,none,Colour_Word,glass,Old,no,0,946
163,PSE-165,Test,none,Colour_Word,train,Old,no,0,1049
186,PSE-165,Test,none,Colour_Word,tie,Old,no,0,1272
200,PSE-165,Test,none,Colour_Word,table,Old,no,0,1101
209,PSE-165,Test,none,Colour_Word,axe,Old,no,0,1207
216,PSE-165,Test,none,Colour_Word,dog,Old,yes,1,1229
217,PSE-165,Test,none,Colour_Word,pen,Old,no,0,975
222,PSE-165,Test,none,Colour_Word,pig,Old,no,0,1030
224,PSE-165,Test,none,Colour_Word,duck,Old,no,0,1009
239,PSE-165,Test,none,Colour_Word,window,Old,yes,1,1321
8,PSE-166,Study,artichoke,BW_Picture,none,none,none,-1,-1
9,PSE-166,Study,eagle,BW_Picture,none,none,none,-1,-1
11,PSE-166,Study,vase,BW_Picture,none,none,none,-1,-1
16,PSE-166,Study,arrow,BW_Picture,none,none,none,-1,-1
20,PSE-166,Study,peacock,BW_Picture,none,none,none,-1,-1
28,PSE-166,Study,sled,BW_Picture,none,none,none,-1,-1
31,PSE-166,Study,table,BW_Picture,none,none,none,-1,-1
32,PSE-166,Study,ring,BW_Picture,none,none,none,-1,-1
37,PSE-166,Study,cannon,BW_Picture,none,none,none,-1,-1
39,PSE-166,Study,saw,BW_Picture,none,none,none,-1,-1
47,PSE-166,Study,guitar,BW_Picture,none,none,none,-1,-1
51,PSE-166,Study,pumpkin,BW_Picture,none,none,none,-1,-1
53,PSE-166,Study,chisel,BW_Picture,none,none,none,-1,-1
57,PSE-166,Study,pig,BW_Picture,none,none,none,-1,-1
58,PSE-166,Study,foot,BW_Picture,none,none,none,-1,-1
65,PSE-166,Study,belt,BW_Picture,none,none,none,-1,-1
67,PSE-166,Study,bottle,BW_Picture,none,none,none,-1,-1
73,PSE-166,Study,kettle,BW_Picture,none,none,none,-1,-1
77,PSE-166,Study,sailboat,BW_Picture,none,none,none,-1,-1
80,PSE-166,Study,flower,BW_Picture,none,none,none,-1,-1
2,PSE-166,Study,sun,BW_Word,none,none,none,-1,-1
12,PSE-166,Study,suitcase,BW_Word,none,none,none,-1,-1
15,PSE-166,Study,wagon,BW_Word,none,none,none,-1,-1
17,PSE-166,Study,cow,BW_Word,none,none,none,-1,-1
19,PSE-166,Study,tiger,BW_Word,none,none,none,-1,-1
22,PSE-166,Study,camel,BW_Word,none,none,none,-1,-1
24,PSE-166,Study,star,BW_Word,none,none,none,-1,-1
25,PSE-166,Study,mitten,BW_Word,none,none,none,-1,-1
33,PSE-166,Study,salt,BW_Word,none,none,none,-1,-1
35,PSE-166,Study,sock,BW_Word,none,none,none,-1,-1
38,PSE-166,Study,bed,BW_Word,none,none,none,-1,-1
41,PSE-166,Study,brush,BW_Word,none,none,none,-1,-1
42,PSE-166,Study,bear,BW_Word,none,none,none,-1,-1
43,PSE-166,Study,doll,BW_Word,none,none,none,-1,-1
54,PSE-166,Study,kangaroo,BW_Word,none,none,none,-1,-1
62,PSE-166,Study,lightbulb,BW_Word,none,none,none,-1,-1
68,PSE-166,Study,flag,BW_Word,none,none,none,-1,-1
69,PSE-166,Study,lips,BW_Word,none,none,none,-1,-1
70,PSE-166,Study,lock,BW_Word,none,none,none,-1,-1
76,PSE-166,Study,celery,BW_Word,none,none,none,-1,-1
1,PSE-166,Study,toothbrush,Colour_Picture,none,none,none,-1,-1
3,PSE-166,Study,helicopter,Colour_Picture,none,none,none,-1,-1
7,PSE-166,Study,bird,Colour_Picture,none,none,none,-1,-1
10,PSE-166,Study,tortoise,Colour_Picture,none,none,none,-1,-1
13,PSE-166,Study,squirrel,Colour_Picture,none,none,none,-1,-1
21,PSE-166,Study,monkey,Colour_Picture,none,none,none,-1,-1
30,PSE-166,Study,coat,Colour_Picture,none,none,none,-1,-1
34,PSE-166,Study,grapes,Colour_Picture,none,none,none,-1,-1
40,PSE-166,Study,thimble,Colour_Picture,none,none,none,-1,-1
45,PSE-166,Study,refrigerator,Colour_Picture,none,none,none,-1,-1
49,PSE-166,Study,glove,Colour_Picture,none,none,none,-1,-1
50,PSE-166,Study,racoon,Colour_Picture,none,none,none,-1,-1
52,PSE-166,Study,ruler,Colour_Picture,none,none,none,-1,-1
55,PSE-166,Study,fish,Colour_Picture,none,none,none,-1,-1
60,PSE-166,Study,glass,Colour_Picture,none,none,none,-1,-1
61,PSE-166,Study,nose,Colour_Picture,none,none,none,-1,-1
63,PSE-166,Study,asparagus,Colour_Picture,none,none,none,-1,-1
64,PSE-166,Study,frog,Colour_Picture,none,none,none,-1,-1
74,PSE-166,Study,crown,Colour_Picture,none,none,none,-1,-1
78,PSE-166,Study,dog,Colour_Picture,none,none,none,-1,-1
4,PSE-166,Study,tomato,Colour_Word,none,none,none,-1,-1
5,PSE-166,Study,giraffe,Colour_Word,none,none,none,-1,-1
6,PSE-166,Study,violin,Colour_Word,none,none,none,-1,-1
14,PSE-166,Study,peanut,Colour_Word,none,none,none,-1,-1
18,PSE-166,Study,cake,Colour_Word,none,none,none,-1,-1
23,PSE-166,Study,alligator,Colour_Word,none,none,none,-1,-1
26,PSE-166,Study,trumpet,Colour_Word,none,none,none,-1,-1
27,PSE-166,Study,shoe,Colour_Word,none,none,none,-1,-1
29,PSE-166,Study,sandwich,Colour_Word,none,none,none,-1,-1
36,PSE-166,Study,screwdriver,Colour_Word,none,none,none,-1,-1
44,PSE-166,Study,onion,Colour_Word,none,none,none,-1,-1
46,PSE-166,Study,fox,Colour_Word,none,none,none,-1,-1
48,PSE-166,Study,corn,Colour_Word,none,none,none,-1,-1
56,PSE-166,Study,barn,Colour_Word,none,none,none,-1,-1
59,PSE-166,Study,bread,Colour_Word,none,none,none,-1,-1
66,PSE-166,Study,apple,Colour_Word,none,none,none,-1,-1
71,PSE-166,Study,box,Colour_Word,none,none,none,-1,-1
72,PSE-166,Study,cap,Colour_Word,none,none,none,-1,-1
75,PSE-166,Study,pear,Colour_Word,none,none,none,-1,-1
79,PSE-166,Study,carrot,Colour_Word,none,none,none,-1,-1
81,PSE-166,Test,none,BW_Picture,window,New,no,1,31381
88,PSE-166,Test,none,BW_Picture,ball,New,no,1,1396
91,PSE-166,Test,none,BW_Picture,couch,New,no,1,1714
98,PSE-166,Test,none,BW_Picture,snake,New,no,1,2540
107,PSE-166,Test,none,BW_Picture,truck,New,no,1,1024
108,PSE-166,Test,none,BW_Picture,clock,New,no,1,1010
111,PSE-166,Test,none,BW_Picture,stove,New,no,1,946
139,PSE-166,Test,none,BW_Picture,barrel,New,no,1,1298
149,PSE-166,Test,none,BW_Picture,spool,New,yes,0,1943
152,PSE-166,Test,none,BW_Picture,harp,New,no,1,1394
171,PSE-166,Test,none,BW_Picture,hammer,New,yes,0,2005
175,PSE-166,Test,none,BW_Picture,bowl,New,no,1,1788
197,PSE-166,Test,none,BW_Picture,leaf,New,no,1,1092
204,PSE-166,Test,none,BW_Picture,car,New,no,1,1082
215,PSE-166,Test,none,BW_Picture,cherry,New,no,1,1684
218,PSE-166,Test,none,BW_Picture,caterpillar,New,no,1,1178
221,PSE-166,Test,none,BW_Picture,lobster,New,no,1,2118
222,PSE-166,Test,none,BW_Picture,lion,New,no,1,1529
227,PSE-166,Test,none,BW_Picture,chicken,New,no,1,1171
234,PSE-166,Test,none,BW_Picture,knife,New,yes,0,1053
92,PSE-166,Test,none,BW_Picture,bottle,Old,no,0,1282
96,PSE-166,Test,none,BW_Picture,sled,Old,no,0,2569
101,PSE-166,Test,none,BW_Picture,kettle,Old,no,0,1208
110,PSE-166,Test,none,BW_Picture,flower,Old,no,0,868
115,PSE-166,Test,none,BW_Picture,belt,Old,no,0,916
128,PSE-166,Test,none,BW_Picture,pig,Old,yes,1,1168
131,PSE-166,Test,none,BW_Picture,foot,Old,no,0,1234
136,PSE-166,Test,none,BW_Picture,sailboat,Old,no,0,922
142,PSE-166,Test,none,BW_Picture,ring,Old,yes,1,935
146,PSE-166,Test,none,BW_Picture,arrow,Old,no,0,1500
148,PSE-166,Test,none,BW_Picture,vase,Old,yes,1,914
153,PSE-166,Test,none,BW_Picture,chisel,Old,no,0,1134
154,PSE-166,Test,none,BW_Picture,guitar,Old,yes,1,1187
183,PSE-166,Test,none,BW_Picture,pumpkin,Old,no,0,1502
201,PSE-166,Test,none,BW_Picture,cannon,Old,yes,1,1780
213,PSE-166,Test,none,BW_Picture,eagle,Old,yes,1,1540
214,PSE-166,Test,none,BW_Picture,saw,Old,yes,1,1378
219,PSE-166,Test,none,BW_Picture,peacock,Old,yes,1,1148
230,PSE-166,Test,none,BW_Picture,artichoke,Old,yes,1,978
235,PSE-166,Test,none,BW_Picture,table,Old,yes,1,2630
89,PSE-166,Test,none,BW_Word,penguin,New,no,1,2306
99,PSE-166,Test,none,BW_Word,umbrella,New,yes,0,2835
100,PSE-166,Test,none,BW_Word,mountain,New,no,1,1018
102,PSE-166,Test,none,BW_Word,sweater,New,no,1,1059
114,PSE-166,Test,none,BW_Word,clown,New,no,1,1428
116,PSE-166,Test,none,BW_Word,balloon,New,yes,0,4330
117,PSE-166,Test,none,BW_Word,snail,New,no,1,1181
126,PSE-166,Test,none,BW_Word,basket,New,no,1,1057
127,PSE-166,Test,none,BW_Word,bus,New,no,1,930
134,PSE-166,Test,none,BW_Word,finger,New,no,1,921
140,PSE-166,Test,none,BW_Word,dress,New,no,1,922
179,PSE-166,Test,none,BW_Word,boot,New,yes,0,1499
180,PSE-166,Test,none,BW_Word,church,New,yes,0,1458
181,PSE-166,Test,none,BW_Word,pencil,New,no,1,1260
185,PSE-166,Test,none,BW_Word,door,New,yes,0,1576
188,PSE-166,Test,none,BW_Word,rooster,New,yes,0,1434
189,PSE-166,Test,none,BW_Word,kite,New,no,1,2940
196,PSE-166,Test,none,BW_Word,pepper,New,no,1,1237
202,PSE-166,Test,none,BW_Word,pitcher,New,no,1,1131
239,PSE-166,Test,none,BW_Word,pen,New,no,1,1490
87,PSE-166,Test,none,BW_Word,kangaroo,Old,no,0,1483
104,PSE-166,Test,none,BW_Word,salt,Old,no,0,914
113,PSE-166,Test,none,BW_Word,celery,Old,yes,1,1178
122,PSE-166,Test,none,BW_Word,lightbulb,Old,yes,1,1210
123,PSE-166,Test,none,BW_Word,camel,Old,yes,1,850
132,PSE-166,Test,none,BW_Word,doll,Old,no,0,842
143,PSE-166,Test,none,BW_Word,wagon,Old,no,0,875
144,PSE-166,Test,none,BW_Word,bear,Old,yes,1,1022
151,PSE-166,Test,none,BW_Word,lips,Old,no,0,1105
158,PSE-166,Test,none,BW_Word,flag,Old,yes,1,1180
168,PSE-166,Test,none,BW_Word,sun,Old,no,0,1573
174,PSE-166,Test,none,BW_Word,lock,Old,yes,1,972
176,PSE-166,Test,none,BW_Word,sock,Old,yes,1,867
182,PSE-166,Test,none,BW_Word,bed,Old,no,0,1388
186,PSE-166,Test,none,BW_Word,tiger,Old,no,0,1074
203,PSE-166,Test,none,BW_Word,brush,Old,no,0,834
220,PSE-166,Test,none,BW_Word,star,Old,no,0,850
224,PSE-166,Test,none,BW_Word,mitten,Old,no,0,831
229,PSE-166,Test,none,BW_Word,cow,Old,no,0,858
233,PSE-166,Test,none,BW_Word,suitcase,Old,yes,1,1228
84,PSE-166,Test,none,Colour_Picture,well,New,no,1,1995
94,PSE-166,Test,none,Colour_Picture,watermelon,New,no,1,1466
106,PSE-166,Test,none,Colour_Picture,watch,New,no,1,1018
121,PSE-166,Test,none,Colour_Picture,candle,New,no,1,1531
125,PSE-166,Test,none,Colour_Picture,envelope,New,no,1,1092
138,PSE-166,Test,none,Colour_Picture,train,New,no,1,1550
141,PSE-166,Test,none,Colour_Picture,purse,New,no,1,1050
161,PSE-166,Test,none,Colour_Picture,duck,New,yes,0,1766
167,PSE-166,Test,none,Colour_Picture,tie,New,no,1,2334
169,PSE-166,Test,none,Colour_Picture,stool,New,yes,0,2629
190,PSE-166,Test,none,Colour_Picture,bell,New,no,1,1768
191,PSE-166,Test,none,Colour_Picture,deer,New,yes,0,1085
193,PSE-166,Test,none,Colour_Picture,goat,New,no,1,1258
206,PSE-166,Test,none,Colour_Picture,iron,New,no,1,1586
210,PSE-166,Test,none,Colour_Picture,leopard,New,yes,0,1180
212,PSE-166,Test,none,Colour_Picture,axe,New,no,1,988
223,PSE-166,Test,none,Colour_Picture,butterfly,New,no,1,1154
226,PSE-166,Test,none,Colour_Picture,dresser,New,no,1,2328
